date,time,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
2016-07-02,04:00:00,1002.356,1007.201,0,2.258,30.656,68.214,3.001,
2016-07-02,04:20:00,1002.19,1007.052,0,2.026,30.68,69.151,4.014,
2016-07-02,04:40:00,1001.969,1006.845,0,1.936,30.524,71.055,4.694,
2016-07-02,05:00:00,1001.726,1006.614,0,1.958,30.22,73.672,5.07,
2016-07-02,05:20:00,1001.494,1006.389,0,2.058,29.8,76.737,5.187,
2016-07-02,05:40:00,1001.3,1006.2,37.0,2.2,29.3,80.0,5.1,
2016-07-02,06:00:00,1001.3,1006.2,37.0,2.2,29.3,80.0,5.1,
2016-07-02,06:20:00,1001.3,1006.2,37.0,2.2,29.3,80.0,5.1,
2016-07-02,06:40:00,1001.165,1006.067,115.989,2.352,28.754,83.237,4.862,
2016-07-02,07:00:00,1001.102,1006.006,189.956,2.487,28.192,86.264,4.525,
2016-07-02,07:20:00,1001.119,1006.023,253.166,2.582,27.641,88.943,4.135,
2016-07-02,07:40:00,1001.216,1006.12,301.661,2.625,27.123,91.183,3.729,
2016-07-02,08:00:00,1001.387,1006.289,333.25,2.609,26.654,92.937,3.334,
2016-07-02,08:20:00,1001.62,1006.521,347.395,2.532,26.244,94.199,2.971,
2016-07-02,08:40:00,1001.9,1006.8,345.0,2.4,25.9,95.0,2.65,
2016-07-02,09:00:00,1001.9,1006.8,345.0,2.4,25.9,95.0,2.65,
2016-07-02,09:20:00,1001.9,1006.8,345.0,2.4,25.9,95.0,2.65,
2016-07-02,09:40:00,1002.208,1007.107,328.155,2.223,25.624,95.396,2.375,
2016-07-02,10:00:00,1002.525,1007.424,299.834,2.014,25.412,95.465,2.143,
2016-07-02,10:20:00,1002.83,1007.729,263.578,1.788,25.262,95.295,1.948,
2016-07-02,10:40:00,1003.106,1008.004,223.185,1.56,25.164,94.98,1.779,
2016-07-02,11:00:00,1003.334,1008.233,182.413,1.344,25.111,94.608,1.626,
2016-07-02,11:20:00,1003.502,1008.402,144.711,1.154,25.093,94.26,1.478,
2016-07-02,11:40:00,1003.6,1008.5,113.0,1.0,25.1,94.0,1.325,
2016-07-02,12:00:00,1003.6,1008.5,113.0,1.0,25.1,94.0,1.325,
2016-07-02,12:20:00,1003.6,1008.5,113.0,1.0,25.1,94.0,1.325,
2016-07-02,12:40:00,1003.622,1008.522,89.49,0.888,25.124,93.876,1.161,
2016-07-02,13:00:00,1003.567,1008.468,75.568,0.821,25.158,93.912,0.983,
2016-07-02,13:20:00,1003.439,1008.34,71.733,0.799,25.194,94.114,0.791,
2016-07-02,13:40:00,1003.246,1008.146,77.602,0.815,25.229,94.465,0.588,
2016-07-02,14:00:00,1002.998,1007.899,91.966,0.862,25.259,94.93,0.382,
2016-07-02,14:20:00,1002.71,1007.611,112.915,0.928,25.282,95.461,0.182,
2016-07-02,14:40:00,1002.4,1007.3,138.0,1.0,25.3,96.0,0.0,
2016-07-02,15:00:00,1002.4,1007.3,138.0,1.0,25.3,96.0,0.0,
2016-07-02,15:20:00,1002.4,1007.3,138.0,1.0,25.3,96.0,0.0,
2016-07-02,15:40:00,1002.084,1006.984,164.455,1.064,25.313,96.484,0,
2016-07-02,16:00:00,1001.781,1006.68,189.437,1.106,25.324,96.855,0,
2016-07-02,16:20:00,1001.506,1006.405,210.295,1.115,25.334,97.063,0,
2016-07-02,16:40:00,1001.273,1006.171,224.845,1.081,25.345,97.076,0,
2016-07-02,17:00:00,1001.091,1005.99,231.626,0.999,25.361,96.886,0,
2016-07-02,17:20:00,1000.967,1005.867,230.135,0.87,25.379,96.511,0,
2016-07-02,17:40:00,1000.9,1005.8,221.0,0.7,25.4,96.0,0.0,
2016-07-02,18:00:00,1000.9,1005.8,221.0,0.7,25.4,96.0,0.0,
2016-07-02,18:20:00,1000.9,1005.8,221.0,0.7,25.4,96.0,0.0,
2016-07-02,18:40:00,1000.883,1005.784,206.08,0.502,25.42,95.435,0.173,
2016-07-02,19:00:00,1000.905,1005.807,188.461,0.296,25.435,94.929,0.343,
2016-07-02,19:20:00,1000.948,1005.85,172.311,0.107,25.438,94.614,0.476,
2016-07-02,19:40:00,1000.991,1005.894,162.585,0,25.422,94.639,0.54,
2016-07-02,20:00:00,1001.011,1005.914,164.516,0,25.38,95.146,0.499,
2016-07-02,20:20:00,1000.986,1005.888,182.884,0,25.307,96.248,0.324,
2016-07-02,20:40:00,1000.9,1005.8,221.0,0.1,25.2,98.0,0.0,
2016-07-02,21:00:00,1000.9,1005.8,221.0,0.1,25.2,98.0,0.0,
2016-07-02,21:20:00,1000.9,1005.8,221.0,0.1,25.2,98.0,0.0,
2016-07-02,21:40:00,1000.746,1005.644,279.39,0.403,25.065,100.357,0,
2016-07-02,22:00:00,1000.536,1005.431,354.111,0.831,24.915,103.125,0,
2016-07-02,22:20:00,1000.308,1005.199,434.67,1.34,24.78,105.898,0,
2016-07-02,22:40:00,1000.136,1005.024,501.493,1.845,24.709,107.984,0,
2016-07-02,23:00:00,1000.141,1005.028,522.894,2.201,24.775,108.322,0,
2016-07-02,23:20:00,1000.507,1005.397,451.487,2.19,25.088,105.372,0,
2016-07-02,23:40:00,1001.5,1006.4,220.0,1.5,25.8,97.0,0.0,
2016-07-03,00:00:00,1001.5,1006.4,220.0,1.5,25.8,97.0,0.0,
2016-07-03,00:20:00,1001.5,1006.4,220.0,1.5,25.8,97.0,0.0,
2016-07-03,00:40:00,1002.138,1007.038,281.032,0.95,26.463,98.353,0.203,
2016-07-03,01:00:00,1002.37,1007.27,299.817,0.759,26.832,98.29,0.294,
2016-07-03,01:20:00,1002.35,1007.25,292.748,0.793,27.008,97.441,0.31,
2016-07-03,01:40:00,1002.188,1007.088,271.954,0.954,27.065,96.247,0.28,
2016-07-03,02:00:00,1001.963,1006.863,246.065,1.172,27.058,95.004,0.225,
2016-07-03,02:20:00,1001.724,1006.624,220.891,1.397,27.028,93.89,0.161,
2016-07-03,02:40:00,1001.5,1006.4,200.0,1.6,27.0,93.0,0.1,
2016-07-03,03:00:00,1001.5,1006.4,200.0,1.6,27.0,93.0,0.1,
2016-07-03,03:20:00,1001.5,1006.4,200.0,1.6,27.0,93.0,0.1,
2016-07-03,03:40:00,1001.308,1006.208,185.235,1.762,26.99,92.365,0.048,
2016-07-03,04:00:00,1001.153,1006.053,177.142,1.875,27.005,91.973,0.008,
2016-07-03,04:20:00,1001.033,1005.933,175.346,1.938,27.047,91.785,0,
2016-07-03,04:40:00,1000.944,1005.844,178.852,1.955,27.114,91.75,0,
2016-07-03,05:00:00,1000.88,1005.78,186.306,1.932,27.2,91.809,0,
2016-07-03,05:20:00,1000.834,1005.734,196.192,1.878,27.298,91.908,0,
2016-07-03,05:40:00,1000.8,1005.7,207.0,1.8,27.4,92.0,0,
2016-07-03,06:00:00,1000.8,1005.7,207.0,1.8,27.4,92.0,0.0,
2016-07-03,06:20:00,1000.8,1005.7,207.0,1.8,27.4,92.0,0,
2016-07-03,06:40:00,1000.775,1005.675,217.339,1.706,27.499,92.05,0.021,
2016-07-03,07:00:00,1000.757,1005.657,226.027,1.603,27.587,92.035,0.043,
2016-07-03,07:20:00,1000.745,1005.645,232.148,1.496,27.658,91.943,0.064,
2016-07-03,07:40:00,1000.741,1005.641,235.08,1.39,27.708,91.778,0.081,
2016-07-03,08:00:00,1000.746,1005.646,234.504,1.288,27.732,91.55,0.094,
2016-07-03,08:20:00,1000.765,1005.665,230.396,1.191,27.73,91.282,0.1,
2016-07-03,08:40:00,1000.8,1005.7,223.0,1.1,27.7,91.0,0.1,
2016-07-03,09:00:00,1000.8,1005.7,223.0,1.1,27.7,91.0,0.1,
2016-07-03,09:20:00,1000.8,1005.7,223.0,1.1,27.7,91.0,0.1,
2016-07-03,09:40:00,1000.854,1005.754,212.796,1.015,27.643,90.734,0.094,
2016-07-03,10:00:00,1000.93,1005.83,200.452,0.935,27.561,90.516,0.083,
2016-07-03,10:20:00,1001.028,1005.928,186.778,0.861,27.457,90.375,0.068,
2016-07-03,10:40:00,1001.147,1006.047,172.674,0.79,27.335,90.337,0.05,
2016-07-03,11:00:00,1001.286,1006.186,159.075,0.723,27.198,90.422,0.031,
2016-07-03,11:20:00,1001.439,1006.339,146.898,0.66,27.052,90.641,0.014,
2016-07-03,11:40:00,1001.6,1006.5,137.0,0.6,26.9,91.0,0,
2016-07-03,12:00:00,1001.6,1006.5,137.0,0.6,26.9,91.0,0.0,
2016-07-03,12:20:00,1001.6,1006.5,137.0,0.6,26.9,91.0,0,
2016-07-03,12:40:00,1001.762,1006.662,130.128,0.545,26.747,91.493,0,
2016-07-03,13:00:00,1001.915,1006.815,126.886,0.496,26.598,92.106,0,
2016-07-03,13:20:00,1002.049,1006.949,127.701,0.454,26.455,92.817,0,
2016-07-03,13:40:00,1002.154,1007.054,132.806,0.422,26.321,93.598,0.007,
2016-07-03,14:00:00,1002.22,1007.12,142.221,0.402,26.2,94.415,0.029,
2016-07-03,14:20:00,1002.238,1007.138,155.754,0.394,26.093,95.228,0.061,
2016-07-03,14:40:00,1002.2,1007.1,173.0,0.4,26.0,96.0,0.1,
2016-07-03,15:00:00,1002.2,1007.1,173.0,0.4,26.0,96.0,0.1,
2016-07-03,15:20:00,1002.2,1007.1,173.0,0.4,26.0,96.0,0.1,
2016-07-03,15:40:00,1002.102,1007.002,193.361,0.42,25.922,96.693,0.146,
2016-07-03,16:00:00,1001.944,1006.844,216.066,0.454,25.858,97.275,0.195,
2016-07-03,16:20:00,1001.727,1006.627,240.198,0.5,25.807,97.719,0.247,
2016-07-03,16:40:00,1001.46,1006.36,264.738,0.553,25.767,98.011,0.297,
2016-07-03,17:00:00,1001.154,1006.054,288.607,0.609,25.738,98.146,0.341,
2016-07-03,17:20:00,1000.827,1005.727,310.711,0.66,25.716,98.134,0.377,
2016-07-03,17:40:00,1000.5,1005.4,330.0,0.7,25.7,98.0,0.4,
2016-07-03,18:00:00,1000.5,1005.4,330.0,0.7,25.7,98.0,0.4,
2016-07-03,18:20:00,1000.5,1005.4,330.0,0.7,25.7,98.0,0.4,
2016-07-03,18:40:00,1000.199,1005.099,345.515,0.718,25.689,97.782,0.407,
2016-07-03,19:00:00,999.951,1004.851,356.446,0.706,25.681,97.533,0.394,
2016-07-03,19:20:00,999.786,1004.686,362.179,0.656,25.676,97.314,0.359,
2016-07-03,19:40:00,999.73,1004.63,362.341,0.559,25.674,97.192,0.3,
2016-07-03,20:00:00,999.808,1004.708,356.84,0.415,25.676,97.234,0.219,
2016-07-03,20:20:00,1000.031,1004.931,345.885,0.224,25.684,97.493,0.117,
2016-07-03,20:40:00,1000.4,1005.3,330.0,0.0,25.7,98.0,0,
2016-07-03,21:00:00,1000.4,1005.3,330.0,0.0,25.7,98.0,0.0,
2016-07-03,21:20:00,1000.4,1005.3,330.0,0.0,25.7,98.0,0,
2016-07-03,21:40:00,1000.894,1005.794,310.015,0,25.728,98.746,0,
2016-07-03,22:00:00,1001.464,1006.364,287.04,0,25.771,99.664,0,
2016-07-03,22:20:00,1002.027,1006.927,262.407,0,25.832,100.604,0,
2016-07-03,22:40:00,1002.449,1007.349,237.585,0,25.915,101.306,0,
2016-07-03,23:00:00,1002.542,1007.442,214.066,0,26.022,101.366,0,
2016-07-03,23:20:00,1002.042,1006.942,193.201,0.586,26.151,100.201,0,
2016-07-03,23:40:00,1000.6,1005.5,176.0,2.0,26.3,97.0,0,
2016-07-04,00:00:00,1000.6,1005.5,176.0,2.0,26.3,97.0,0.0,
2016-07-04,00:20:00,1000.6,1005.5,176.0,2.0,26.3,97.0,0.0,
2016-07-04,00:40:00,998.241,1002.935,142.179,2.08,30.119,72.509,0.0,
2016-07-04,01:00:00,997.448,1002.06,136.396,2.142,31.982,61.316,0.0,
2016-07-04,01:20:00,997.601,1002.209,144.494,2.181,32.636,58.295,0.0,
2016-07-04,01:40:00,998.248,1002.893,157.131,2.193,32.625,59.721,0.0,
2016-07-04,02:00:00,999.072,1003.771,168.672,2.181,32.332,62.999,0.0,
2016-07-04,02:20:00,999.865,1004.618,176.253,2.148,32.007,66.428,0.0,
2016-07-04,02:40:00,1000.5,1005.3,179.0,2.1,31.8,69.0,0.0,
2016-07-04,03:00:00,1000.5,1005.3,179.0,2.1,31.8,69.0,0.0,
2016-07-04,03:20:00,1000.5,1005.3,179.0,2.1,31.8,69.0,0.0,
2016-07-04,03:40:00,1000.917,1005.75,177.377,2.042,31.785,70.226,0.0,
2016-07-04,04:00:00,1001.102,1005.953,172.663,1.979,31.978,69.992,0.0,
2016-07-04,04:20:00,1001.072,1005.928,166.538,1.916,32.359,68.443,0.0,
2016-07-04,04:40:00,1000.866,1005.715,160.763,1.854,32.881,65.879,0.0,
2016-07-04,05:00:00,1000.533,1005.369,156.951,1.798,33.487,62.685,0.0,
2016-07-04,05:20:00,1000.127,1004.945,156.399,1.746,34.113,59.265,0.0,
2016-07-04,05:40:00,999.7,1004.5,160.0,1.7,34.7,56.0,0.0,
2016-07-04,06:00:00,999.7,1004.5,160.0,1.7,34.7,56.0,0.0,
2016-07-04,06:20:00,999.7,1004.5,160.0,1.7,34.7,56.0,0.0,
2016-07-04,06:40:00,999.298,1004.082,168.191,1.658,35.196,53.217,0.0,
2016-07-04,07:00:00,998.958,1003.73,180.954,1.619,35.558,51.171,0.0,
2016-07-04,07:20:00,998.708,1003.473,197.852,1.58,35.758,50.029,0.0,
2016-07-04,07:40:00,998.564,1003.33,218.081,1.541,35.78,49.876,0.0,
2016-07-04,08:00:00,998.535,1003.307,240.554,1.498,35.62,50.711,0.0,
2016-07-04,08:20:00,998.617,1003.401,263.989,1.452,35.288,52.463,0.0,
2016-07-04,08:40:00,998.8,1003.6,287.0,1.4,34.8,55.0,0.0,
2016-07-04,09:00:00,998.8,1003.6,287.0,1.4,34.8,55.0,0.0,
2016-07-04,09:20:00,998.8,1003.6,287.0,1.4,34.8,55.0,0.0,
2016-07-04,09:40:00,999.066,1003.885,308.201,1.343,34.184,58.143,0.0,
2016-07-04,10:00:00,999.394,1004.233,326.291,1.283,33.472,61.683,0.0,
2016-07-04,10:20:00,999.759,1004.617,340.139,1.219,32.699,65.401,0.0,
2016-07-04,10:40:00,1000.135,1005.01,348.857,1.156,31.902,69.077,0.0,
2016-07-04,11:00:00,1000.498,1005.387,351.851,1.096,31.116,72.51,0.0,
2016-07-04,11:20:00,1000.826,1005.723,348.866,1.042,30.373,75.529,0.0,
2016-07-04,11:40:00,1001.1,1006.0,340.0,1.0,29.7,78.0,0.0,
2016-07-04,12:00:00,1001.1,1006.0,340.0,1.0,29.7,78.0,0.0,
2016-07-04,12:20:00,1001.1,1006.0,340.0,1.0,29.7,78.0,0.0,
2016-07-04,12:40:00,1001.307,1006.204,325.71,0.973,29.118,79.838,0.0,
2016-07-04,13:00:00,1001.439,1006.327,306.791,0.965,28.642,81.008,0.0,
2016-07-04,13:20:00,1001.493,1006.369,284.338,0.98,28.277,81.526,0.0,
2016-07-04,13:40:00,1001.475,1006.333,259.688,1.02,28.022,81.458,0.0,
2016-07-04,14:00:00,1001.393,1006.232,234.353,1.087,27.868,80.914,0.0,
2016-07-04,14:20:00,1001.262,1006.081,209.928,1.181,27.801,80.038,0.0,
2016-07-04,14:40:00,1001.1,1005.9,188.0,1.3,27.8,79.0,0.0,
2016-07-04,15:00:00,1001.1,1005.9,188.0,1.3,27.8,79.0,0.0,
2016-07-04,15:20:00,1001.1,1005.9,188.0,1.3,27.8,79.0,0.0,
2016-07-04,15:40:00,1000.929,1005.712,170.039,1.439,27.842,77.98,0.0,
2016-07-04,16:00:00,1000.77,1005.542,157.294,1.593,27.901,77.155,0.0,
2016-07-04,16:20:00,1000.645,1005.41,150.692,1.753,27.952,76.683,0.0,
2016-07-04,16:40:00,1000.573,1005.338,150.738,1.907,27.972,76.689,0.0,
2016-07-04,17:00:00,1000.57,1005.341,157.438,2.043,27.943,77.246,0.0,
2016-07-04,17:20:00,1000.644,1005.428,170.239,2.146,27.853,78.369,0.0,
2016-07-04,17:40:00,1000.8,1005.6,188.0,2.2,27.7,80.0,0.0,
2016-07-04,18:00:00,1000.8,1005.6,188.0,2.2,27.7,80.0,0.0,
2016-07-04,18:20:00,1000.8,1005.6,188.0,2.2,27.7,80.0,0.0,
2016-07-04,18:40:00,1001.031,1005.85,209.001,2.19,27.489,82.007,0.0,
2016-07-04,19:00:00,1001.325,1006.162,230.998,2.102,27.235,84.182,0.0,
2016-07-04,19:20:00,1001.66,1006.511,251.338,1.923,26.966,86.251,0.0,
2016-07-04,19:40:00,1002.008,1006.866,267.135,1.648,26.717,87.894,0.0,
2016-07-04,20:00:00,1002.337,1007.189,275.53,1.277,26.527,88.767,0.0,
2016-07-04,20:20:00,1002.611,1007.445,274.039,0.819,26.442,88.55,0.0,
2016-07-04,20:40:00,1002.8,1007.6,261.0,0.3,26.5,87.0,0.0,
2016-07-04,21:00:00,1002.8,1007.6,261.0,0.3,26.5,87.0,0.0,
2016-07-04,21:20:00,1002.8,1007.6,261.0,0.3,26.5,87.0,0.0,
2016-07-04,21:40:00,1002.884,1007.635,236.14,0,26.731,84.023,0.0,
2016-07-04,22:00:00,1002.86,1007.552,201.267,0,27.143,79.769,0.0,
2016-07-04,22:20:00,1002.757,1007.386,161.108,0,27.711,74.743,0.0,
2016-07-04,22:40:00,1002.641,1007.222,124.303,0,28.361,69.946,0.0,
2016-07-04,23:00:00,1002.641,1007.21,104.575,0,28.95,67.035,0.0,
2016-07-04,23:20:00,1002.96,1007.586,122.084,0.112,29.245,68.523,0.0,
2016-07-04,23:40:00,1003.9,1008.7,205.0,2.0,28.9,78.0,0.0,
2016-07-05,00:00:00,1003.9,1008.7,205.0,2.0,28.9,78.0,0.0,
2016-07-05,00:20:00,1003.9,1008.7,205.0,2.0,28.9,78.0,0.0,
2016-07-05,00:40:00,1003.271,1008.205,272.718,8.348,26.594,79.87,0,
2016-07-05,01:00:00,1003.225,1008.205,284.988,10.306,26.151,79.401,0,
2016-07-05,01:20:00,1003.487,1008.46,264.536,9.653,26.891,77.24,0,
2016-07-05,01:40:00,1003.867,1008.803,228.084,7.676,28.297,73.961,0,
2016-07-05,02:00:00,1004.238,1009.126,187.447,5.264,29.985,70.06,0,
2016-07-05,02:20:00,1004.528,1009.368,150.497,2.994,31.681,65.958,0,
2016-07-05,02:40:00,1004.7,1009.5,122.0,1.2,33.2,62.0,0,
2016-07-05,03:00:00,1004.7,1009.5,122.0,1.2,33.2,62.0,0.0,
2016-07-05,03:20:00,1004.7,1009.5,122.0,1.2,33.2,62.0,0,
2016-07-05,03:40:00,1004.749,1009.519,104.332,0.036,34.429,58.456,0.084,
2016-07-05,04:00:00,1004.686,1009.439,98.087,0,35.311,55.526,0.13,
2016-07-05,04:20:00,1004.537,1009.283,102.594,0,35.828,53.349,0.142,
2016-07-05,04:40:00,1004.332,1009.082,116.339,0.16,35.994,52.002,0.127,
2016-07-05,05:00:00,1004.104,1008.866,137.31,1.042,35.845,51.512,0.092,
2016-07-05,05:20:00,1003.884,1008.664,163.277,2.102,35.429,51.863,0.047,
2016-07-05,05:40:00,1003.7,1008.5,192.0,3.2,34.8,53.0,0,
2016-07-05,06:00:00,1003.7,1008.5,192.0,3.2,34.8,53.0,0.0,
2016-07-05,06:20:00,1003.7,1008.5,192.0,3.2,34.8,53.0,0,
2016-07-05,06:40:00,1003.573,1008.394,221.391,4.215,34.016,54.839,0,
2016-07-05,07:00:00,1003.518,1008.359,249.623,5.052,33.13,57.275,0,
2016-07-05,07:20:00,1003.543,1008.403,275.201,5.646,32.194,60.186,0,
2016-07-05,07:40:00,1003.651,1008.525,297.001,5.963,31.251,63.443,0,
2016-07-05,08:00:00,1003.836,1008.723,314.27,5.995,30.337,66.915,0,
2016-07-05,08:20:00,1004.09,1008.985,326.623,5.761,29.48,70.474,0,
2016-07-05,08:40:00,1004.4,1009.3,334.0,5.3,28.7,74.0,0,
2016-07-05,09:00:00,1004.4,1009.3,334.0,5.3,28.7,74.0,0.0,
2016-07-05,09:20:00,1004.4,1009.3,334.0,5.3,28.7,74.0,0,
2016-07-05,09:40:00,1004.749,1009.651,336.627,4.665,28.009,77.386,0.054,
2016-07-05,10:00:00,1005.119,1010.022,334.962,3.918,27.413,80.54,0.114,
2016-07-05,10:20:00,1005.493,1010.395,329.632,3.128,26.911,83.39,0.175,
2016-07-05,10:40:00,1005.852,1010.754,321.38,2.357,26.498,85.883,0.232,
