tollgate_id,time_window,direction,volume,start_time,date,day_of_week,is_weekend,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,time2,hour
2,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",0,0,2016/9/19 2:20,2016/9/19,1,0,1008.341,1013.395,47.512,4.715,23.941,66.919,0.18,2.2,2
3,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",0,14,2016/9/19 2:20,2016/9/19,1,0,1008.341,1013.395,47.512,4.715,23.941,66.919,0.18,2.2,2
3,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",1,4,2016/9/19 2:20,2016/9/19,1,0,1008.341,1013.395,47.512,4.715,23.941,66.919,0.18,2.2,2
1,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0,6,2016/9/19 2:40,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,2.4,2
1,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",1,10,2016/9/19 2:40,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,2.4,2
2,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0,0,2016/9/19 2:40,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,2.4,2
3,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0,18,2016/9/19 2:40,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,2.4,2
3,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",1,0,2016/9/19 2:40,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,2.4,2
1,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0,9,2016/9/19 3:00,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,3.0,3
1,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",1,10,2016/9/19 3:00,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,3.0,3
2,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0,0,2016/9/19 3:00,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,3.0,3
3,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0,10,2016/9/19 3:00,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,3.0,3
3,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",1,5,2016/9/19 3:00,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,3.0,3
1,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0,4,2016/9/19 3:20,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,3.2,3
1,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",1,14,2016/9/19 3:20,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,3.2,3
2,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0,0,2016/9/19 3:20,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,3.2,3
3,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0,10,2016/9/19 3:20,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,3.2,3
3,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",1,3,2016/9/19 3:20,2016/9/19,1,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,3.2,3
1,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0,9,2016/9/19 3:40,2016/9/19,1,0,1008.207,1013.162,0.0,4.456,24.903,66.184,0.0,3.4,3
1,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",1,20,2016/9/19 3:40,2016/9/19,1,0,1008.207,1013.162,0.0,4.456,24.903,66.184,0.0,3.4,3
2,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0,0,2016/9/19 3:40,2016/9/19,1,0,1008.207,1013.162,0.0,4.456,24.903,66.184,0.0,3.4,3
3,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0,9,2016/9/19 3:40,2016/9/19,1,0,1008.207,1013.162,0.0,4.456,24.903,66.184,0.0,3.4,3
3,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",1,10,2016/9/19 3:40,2016/9/19,1,0,1008.207,1013.162,0.0,4.456,24.903,66.184,0.0,3.4,3
1,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0,10,2016/9/19 4:00,2016/9/19,1,0,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0,4.0,4
1,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1,18,2016/9/19 4:00,2016/9/19,1,0,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0,4.0,4
2,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0,0,2016/9/19 4:00,2016/9/19,1,0,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0,4.0,4
3,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0,11,2016/9/19 4:00,2016/9/19,1,0,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0,4.0,4
3,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1,4,2016/9/19 4:00,2016/9/19,1,0,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0,4.0,4
1,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0,13,2016/9/19 4:20,2016/9/19,1,0,1007.919,1012.816,0.0,4.824,25.887,62.618,0.0,4.2,4
1,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1,17,2016/9/19 4:20,2016/9/19,1,0,1007.919,1012.816,0.0,4.824,25.887,62.618,0.0,4.2,4
2,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0,0,2016/9/19 4:20,2016/9/19,1,0,1007.919,1012.816,0.0,4.824,25.887,62.618,0.0,4.2,4
3,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0,8,2016/9/19 4:20,2016/9/19,1,0,1007.919,1012.816,0.0,4.824,25.887,62.618,0.0,4.2,4
3,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1,7,2016/9/19 4:20,2016/9/19,1,0,1007.919,1012.816,0.0,4.824,25.887,62.618,0.0,4.2,4
1,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0,12,2016/9/19 4:40,2016/9/19,1,0,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0,4.4,4
1,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1,23,2016/9/19 4:40,2016/9/19,1,0,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0,4.4,4
2,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0,0,2016/9/19 4:40,2016/9/19,1,0,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0,4.4,4
3,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0,10,2016/9/19 4:40,2016/9/19,1,0,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0,4.4,4
3,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1,3,2016/9/19 4:40,2016/9/19,1,0,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0,4.4,4
1,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,2,2016/9/19 5:00,2016/9/19,1,0,1007.607,1012.49,0.0,5.533,26.59,58.45,0.0,5.0,5
1,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1,28,2016/9/19 5:00,2016/9/19,1,0,1007.607,1012.49,0.0,5.533,26.59,58.45,0.0,5.0,5
2,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,14,2016/9/19 5:00,2016/9/19,1,0,1007.607,1012.49,0.0,5.533,26.59,58.45,0.0,5.0,5
3,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,9,2016/9/19 5:00,2016/9/19,1,0,1007.607,1012.49,0.0,5.533,26.59,58.45,0.0,5.0,5
3,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1,11,2016/9/19 5:00,2016/9/19,1,0,1007.607,1012.49,0.0,5.533,26.59,58.45,0.0,5.0,5
1,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0,8,2016/9/19 5:20,2016/9/19,1,0,1007.484,1012.372,0.0,5.894,26.764,56.892,0.0,5.2,5
1,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1,24,2016/9/19 5:20,2016/9/19,1,0,1007.484,1012.372,0.0,5.894,26.764,56.892,0.0,5.2,5
2,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0,12,2016/9/19 5:20,2016/9/19,1,0,1007.484,1012.372,0.0,5.894,26.764,56.892,0.0,5.2,5
3,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0,14,2016/9/19 5:20,2016/9/19,1,0,1007.484,1012.372,0.0,5.894,26.764,56.892,0.0,5.2,5
3,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1,7,2016/9/19 5:20,2016/9/19,1,0,1007.484,1012.372,0.0,5.894,26.764,56.892,0.0,5.2,5
1,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0,13,2016/9/19 5:40,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,5.4,5
1,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1,34,2016/9/19 5:40,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,5.4,5
2,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0,21,2016/9/19 5:40,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,5.4,5
3,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0,27,2016/9/19 5:40,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,5.4,5
3,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1,13,2016/9/19 5:40,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,5.4,5
1,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0,8,2016/9/19 6:00,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,6.0,6
1,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1,39,2016/9/19 6:00,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,6.0,6
2,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0,30,2016/9/19 6:00,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,6.0,6
3,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0,39,2016/9/19 6:00,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,6.0,6
3,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1,30,2016/9/19 6:00,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,6.0,6
1,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0,13,2016/9/19 6:20,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,6.2,6
1,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",1,57,2016/9/19 6:20,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,6.2,6
2,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0,36,2016/9/19 6:20,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,6.2,6
3,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0,58,2016/9/19 6:20,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,6.2,6
3,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",1,38,2016/9/19 6:20,2016/9/19,1,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,6.2,6
1,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0,32,2016/9/19 6:40,2016/9/19,1,0,1007.366,1012.281,53.49,6.417999999999998,26.692,55.924,0.111,6.4,6
1,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",1,72,2016/9/19 6:40,2016/9/19,1,0,1007.366,1012.281,53.49,6.417999999999998,26.692,55.924,0.111,6.4,6
2,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0,37,2016/9/19 6:40,2016/9/19,1,0,1007.366,1012.281,53.49,6.417999999999998,26.692,55.924,0.111,6.4,6
3,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0,71,2016/9/19 6:40,2016/9/19,1,0,1007.366,1012.281,53.49,6.417999999999998,26.692,55.924,0.111,6.4,6
3,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",1,65,2016/9/19 6:40,2016/9/19,1,0,1007.366,1012.281,53.49,6.417999999999998,26.692,55.924,0.111,6.4,6
1,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0,39,2016/9/19 7:00,2016/9/19,1,0,1007.386,1012.319,102.191,6.523,26.447,56.739,0.221,7.0,7
1,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",1,70,2016/9/19 7:00,2016/9/19,1,0,1007.386,1012.319,102.191,6.523,26.447,56.739,0.221,7.0,7
2,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0,84,2016/9/19 7:00,2016/9/19,1,0,1007.386,1012.319,102.191,6.523,26.447,56.739,0.221,7.0,7
3,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0,127,2016/9/19 7:00,2016/9/19,1,0,1007.386,1012.319,102.191,6.523,26.447,56.739,0.221,7.0,7
3,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",1,67,2016/9/19 7:00,2016/9/19,1,0,1007.386,1012.319,102.191,6.523,26.447,56.739,0.221,7.0,7
1,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0,31,2016/9/19 7:20,2016/9/19,1,0,1007.465,1012.415,155.36700000000005,6.505,26.076,58.44600000000001,0.32299999999999995,7.2,7
1,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",1,83,2016/9/19 7:20,2016/9/19,1,0,1007.465,1012.415,155.36700000000005,6.505,26.076,58.44600000000001,0.32299999999999995,7.2,7
2,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0,80,2016/9/19 7:20,2016/9/19,1,0,1007.465,1012.415,155.36700000000005,6.505,26.076,58.44600000000001,0.32299999999999995,7.2,7
3,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0,123,2016/9/19 7:20,2016/9/19,1,0,1007.465,1012.415,155.36700000000005,6.505,26.076,58.44600000000001,0.32299999999999995,7.2,7
3,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",1,71,2016/9/19 7:20,2016/9/19,1,0,1007.465,1012.415,155.36700000000005,6.505,26.076,58.44600000000001,0.32299999999999995,7.2,7
1,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0,43,2016/9/19 7:40,2016/9/19,1,0,1007.601,1012.567,209.958,6.362,25.599,60.975,0.41,7.4,7
1,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",1,118,2016/9/19 7:40,2016/9/19,1,0,1007.601,1012.567,209.958,6.362,25.599,60.975,0.41,7.4,7
2,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0,97,2016/9/19 7:40,2016/9/19,1,0,1007.601,1012.567,209.958,6.362,25.599,60.975,0.41,7.4,7
3,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0,153,2016/9/19 7:40,2016/9/19,1,0,1007.601,1012.567,209.958,6.362,25.599,60.975,0.41,7.4,7
3,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",1,103,2016/9/19 7:40,2016/9/19,1,0,1007.601,1012.567,209.958,6.362,25.599,60.975,0.41,7.4,7
1,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,46,2016/9/19 8:00,2016/9/19,1,0,1007.79,1012.77,262.783,6.101,25.042,64.19800000000001,0.478,8.0,8
1,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",1,123,2016/9/19 8:00,2016/9/19,1,0,1007.79,1012.77,262.783,6.101,25.042,64.19800000000001,0.478,8.0,8
2,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,129,2016/9/19 8:00,2016/9/19,1,0,1007.79,1012.77,262.783,6.101,25.042,64.19800000000001,0.478,8.0,8
3,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,161,2016/9/19 8:00,2016/9/19,1,0,1007.79,1012.77,262.783,6.101,25.042,64.19800000000001,0.478,8.0,8
3,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",1,118,2016/9/19 8:00,2016/9/19,1,0,1007.79,1012.77,262.783,6.101,25.042,64.19800000000001,0.478,8.0,8
1,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,56,2016/9/19 8:20,2016/9/19,1,0,1008.026,1013.017,310.741,5.74,24.433000000000003,67.941,0.525,8.2,8
1,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",1,119,2016/9/19 8:20,2016/9/19,1,0,1008.026,1013.017,310.741,5.74,24.433000000000003,67.941,0.525,8.2,8
2,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,122,2016/9/19 8:20,2016/9/19,1,0,1008.026,1013.017,310.741,5.74,24.433000000000003,67.941,0.525,8.2,8
3,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,167,2016/9/19 8:20,2016/9/19,1,0,1008.026,1013.017,310.741,5.74,24.433000000000003,67.941,0.525,8.2,8
3,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",1,168,2016/9/19 8:20,2016/9/19,1,0,1008.026,1013.017,310.741,5.74,24.433000000000003,67.941,0.525,8.2,8
1,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,41,2016/9/19 8:40,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,8.4,8
1,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",1,116,2016/9/19 8:40,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,8.4,8
2,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,98,2016/9/19 8:40,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,8.4,8
3,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,138,2016/9/19 8:40,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,8.4,8
3,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",1,161,2016/9/19 8:40,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,8.4,8
1,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,50,2016/9/19 9:00,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,9.0,9
1,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",1,120,2016/9/19 9:00,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,9.0,9
2,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,89,2016/9/19 9:00,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,9.0,9
3,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,174,2016/9/19 9:00,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,9.0,9
3,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",1,145,2016/9/19 9:00,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,9.0,9
1,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,49,2016/9/19 9:20,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,9.2,9
1,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",1,151,2016/9/19 9:20,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,9.2,9
2,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,78,2016/9/19 9:20,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,9.2,9
3,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,144,2016/9/19 9:20,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,9.2,9
3,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",1,125,2016/9/19 9:20,2016/9/19,1,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.55,9.2,9
1,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",0,44,2016/9/19 9:40,2016/9/19,1,0,1008.602,1013.608,381.174,4.809,23.174,76.15100000000002,0.5529999999999999,9.4,9
