,tollgate_id,time_window,direction,volume,start_time
112,3.0,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0.0,167.0,2016-09-19 08:20:00
113,3.0,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",1.0,168.0,2016-09-19 08:20:00
114,1.0,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0.0,56.0,2016-09-19 08:20:00
115,1.0,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",1.0,119.0,2016-09-19 08:20:00
116,2.0,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0.0,122.0,2016-09-19 08:20:00
117,1.0,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0.0,41.0,2016-09-19 08:40:00
118,1.0,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",1.0,116.0,2016-09-19 08:40:00
119,2.0,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0.0,98.0,2016-09-19 08:40:00
120,3.0,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0.0,138.0,2016-09-19 08:40:00
121,3.0,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",1.0,161.0,2016-09-19 08:40:00
122,1.0,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0.0,50.0,2016-09-19 09:00:00
123,1.0,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",1.0,120.0,2016-09-19 09:00:00
124,2.0,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0.0,89.0,2016-09-19 09:00:00
125,3.0,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0.0,174.0,2016-09-19 09:00:00
126,3.0,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",1.0,145.0,2016-09-19 09:00:00
127,1.0,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0.0,49.0,2016-09-19 09:20:00
128,1.0,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",1.0,151.0,2016-09-19 09:20:00
129,2.0,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0.0,78.0,2016-09-19 09:20:00
130,3.0,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0.0,144.0,2016-09-19 09:20:00
131,3.0,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",1.0,125.0,2016-09-19 09:20:00
132,3.0,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",0.0,148.0,2016-09-19 09:40:00
133,3.0,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",1.0,116.0,2016-09-19 09:40:00
134,2.0,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",0.0,59.0,2016-09-19 09:40:00
135,1.0,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",0.0,44.0,2016-09-19 09:40:00
136,1.0,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",1.0,131.0,2016-09-19 09:40:00
137,1.0,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",0.0,44.0,2016-09-19 10:00:00
138,1.0,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",1.0,101.0,2016-09-19 10:00:00
139,2.0,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",0.0,71.0,2016-09-19 10:00:00
140,3.0,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",0.0,104.0,2016-09-19 10:00:00
141,3.0,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",1.0,117.0,2016-09-19 10:00:00
142,1.0,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",0.0,44.0,2016-09-19 10:20:00
143,1.0,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",1.0,105.0,2016-09-19 10:20:00
144,2.0,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",0.0,88.0,2016-09-19 10:20:00
145,3.0,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",0.0,111.0,2016-09-19 10:20:00
146,3.0,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",1.0,87.0,2016-09-19 10:20:00
147,1.0,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",0.0,44.0,2016-09-19 10:40:00
148,1.0,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",1.0,102.0,2016-09-19 10:40:00
149,3.0,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",0.0,122.0,2016-09-19 10:40:00
150,3.0,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",1.0,85.0,2016-09-19 10:40:00
151,2.0,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",0.0,65.0,2016-09-19 10:40:00
152,1.0,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",0.0,39.0,2016-09-19 11:00:00
153,1.0,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",1.0,86.0,2016-09-19 11:00:00
154,3.0,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",0.0,111.0,2016-09-19 11:00:00
155,3.0,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",1.0,73.0,2016-09-19 11:00:00
156,2.0,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",0.0,50.0,2016-09-19 11:00:00
157,3.0,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",0.0,82.0,2016-09-19 11:20:00
158,3.0,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",1.0,72.0,2016-09-19 11:20:00
159,1.0,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",0.0,30.0,2016-09-19 11:20:00
160,1.0,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",1.0,76.0,2016-09-19 11:20:00
161,2.0,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",0.0,61.0,2016-09-19 11:20:00
162,2.0,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",0.0,46.0,2016-09-19 11:40:00
163,1.0,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",0.0,34.0,2016-09-19 11:40:00
164,1.0,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",1.0,100.0,2016-09-19 11:40:00
165,3.0,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",0.0,91.0,2016-09-19 11:40:00
166,3.0,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",1.0,73.0,2016-09-19 11:40:00
167,3.0,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",0.0,104.0,2016-09-19 12:00:00
168,3.0,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",1.0,94.0,2016-09-19 12:00:00
169,1.0,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",0.0,45.0,2016-09-19 12:00:00
170,1.0,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",1.0,99.0,2016-09-19 12:00:00
171,2.0,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",0.0,87.0,2016-09-19 12:00:00
172,1.0,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",0.0,44.0,2016-09-19 12:20:00
173,1.0,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",1.0,70.0,2016-09-19 12:20:00
174,3.0,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",0.0,91.0,2016-09-19 12:20:00
175,3.0,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",1.0,86.0,2016-09-19 12:20:00
176,2.0,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",0.0,66.0,2016-09-19 12:20:00
177,1.0,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",0.0,53.0,2016-09-19 12:40:00
178,1.0,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",1.0,79.0,2016-09-19 12:40:00
179,2.0,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",0.0,69.0,2016-09-19 12:40:00
180,3.0,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",0.0,122.0,2016-09-19 12:40:00
181,3.0,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",1.0,94.0,2016-09-19 12:40:00
182,2.0,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",0.0,81.0,2016-09-19 13:00:00
183,1.0,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",0.0,57.0,2016-09-19 13:00:00
184,1.0,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",1.0,100.0,2016-09-19 13:00:00
185,3.0,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",0.0,117.0,2016-09-19 13:00:00
186,3.0,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",1.0,91.0,2016-09-19 13:00:00
187,1.0,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",0.0,61.0,2016-09-19 13:20:00
188,1.0,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",1.0,108.0,2016-09-19 13:20:00
189,3.0,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",0.0,107.0,2016-09-19 13:20:00
190,3.0,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",1.0,110.0,2016-09-19 13:20:00
191,2.0,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",0.0,95.0,2016-09-19 13:20:00
192,2.0,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",0.0,67.0,2016-09-19 13:40:00
193,3.0,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",0.0,131.0,2016-09-19 13:40:00
194,3.0,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",1.0,100.0,2016-09-19 13:40:00
195,1.0,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",0.0,53.0,2016-09-19 13:40:00
196,1.0,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",1.0,106.0,2016-09-19 13:40:00
197,1.0,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",0.0,55.0,2016-09-19 14:00:00
198,1.0,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",1.0,101.0,2016-09-19 14:00:00
199,2.0,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",0.0,66.0,2016-09-19 14:00:00
200,3.0,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",0.0,100.0,2016-09-19 14:00:00
201,3.0,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",1.0,95.0,2016-09-19 14:00:00
202,2.0,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",0.0,62.0,2016-09-19 14:20:00
203,1.0,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",0.0,52.0,2016-09-19 14:20:00
204,1.0,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",1.0,100.0,2016-09-19 14:20:00
205,3.0,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",0.0,84.0,2016-09-19 14:20:00
206,3.0,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",1.0,99.0,2016-09-19 14:20:00
207,2.0,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",0.0,79.0,2016-09-19 14:40:00
208,3.0,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",0.0,107.0,2016-09-19 14:40:00
209,3.0,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",1.0,93.0,2016-09-19 14:40:00
210,1.0,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",0.0,52.0,2016-09-19 14:40:00
211,1.0,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",1.0,101.0,2016-09-19 14:40:00
212,3.0,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",0.0,117.0,2016-09-19 15:00:00
213,3.0,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",1.0,75.0,2016-09-19 15:00:00
214,2.0,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",0.0,77.0,2016-09-19 15:00:00
215,1.0,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",0.0,48.0,2016-09-19 15:00:00
216,1.0,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",1.0,77.0,2016-09-19 15:00:00
217,1.0,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",0.0,57.0,2016-09-19 15:20:00
218,1.0,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",1.0,104.0,2016-09-19 15:20:00
219,3.0,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",0.0,109.0,2016-09-19 15:20:00
220,3.0,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",1.0,95.0,2016-09-19 15:20:00
221,2.0,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",0.0,67.0,2016-09-19 15:20:00
222,1.0,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",0.0,43.0,2016-09-19 15:40:00
223,1.0,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",1.0,92.0,2016-09-19 15:40:00
224,2.0,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",0.0,74.0,2016-09-19 15:40:00
225,3.0,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",0.0,115.0,2016-09-19 15:40:00
226,3.0,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",1.0,83.0,2016-09-19 15:40:00
227,3.0,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",0.0,123.0,2016-09-19 16:00:00
228,3.0,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",1.0,101.0,2016-09-19 16:00:00
229,1.0,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",0.0,42.0,2016-09-19 16:00:00
230,1.0,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",1.0,110.0,2016-09-19 16:00:00
231,2.0,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",0.0,76.0,2016-09-19 16:00:00
232,2.0,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",0.0,86.0,2016-09-19 16:20:00
233,3.0,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",0.0,111.0,2016-09-19 16:20:00
234,3.0,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",1.0,90.0,2016-09-19 16:20:00
235,1.0,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",0.0,46.0,2016-09-19 16:20:00
236,1.0,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",1.0,122.0,2016-09-19 16:20:00
237,1.0,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",0.0,55.0,2016-09-19 16:40:00
238,1.0,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",1.0,116.0,2016-09-19 16:40:00
239,3.0,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",0.0,116.0,2016-09-19 16:40:00
240,3.0,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",1.0,115.0,2016-09-19 16:40:00
241,2.0,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",0.0,99.0,2016-09-19 16:40:00
242,3.0,"[2016-09-19 17:00:00,2016-09-19 17:20:00)",0.0,110.0,2016-09-19 17:00:00
243,3.0,"[2016-09-19 17:00:00,2016-09-19 17:20:00)",1.0,86.0,2016-09-19 17:00:00
244,2.0,"[2016-09-19 17:00:00,2016-09-19 17:20:00)",0.0,85.0,2016-09-19 17:00:00
245,1.0,"[2016-09-19 17:00:00,2016-09-19 17:20:00)",0.0,36.0,2016-09-19 17:00:00
246,1.0,"[2016-09-19 17:00:00,2016-09-19 17:20:00)",1.0,96.0,2016-09-19 17:00:00
247,2.0,"[2016-09-19 17:20:00,2016-09-19 17:40:00)",0.0,72.0,2016-09-19 17:20:00
248,1.0,"[2016-09-19 17:20:00,2016-09-19 17:40:00)",0.0,34.0,2016-09-19 17:20:00
