date,direction,max,mean,mean_1h,mean_20,mean_40,median,min,range,satrt_time,std,time,tollgate_id
2016-09-19,0.0,13.0,9.666666666666666,7.666666666666667,13.0,10.5,11.0,2.0,11.0,2016-09-19 07:00:00,4.226897995772629,07:00:00,1.0
2016-09-19,0.0,13.0,9.666666666666666,7.666666666666667,13.0,10.5,11.0,2.0,11.0,2016-09-19 07:20:00,4.226897995772629,07:20:00,1.0
2016-09-19,0.0,13.0,9.666666666666666,7.666666666666667,13.0,10.5,11.0,2.0,11.0,2016-09-19 07:40:00,4.226897995772629,07:40:00,1.0
2016-09-19,0.0,43.0,27.666666666666668,37.666666666666664,43.0,37.0,31.5,8.0,35.0,2016-09-19 08:00:00,14.109098719148104,08:00:00,1.0
2016-09-19,0.0,43.0,27.666666666666668,37.666666666666664,43.0,37.0,31.5,8.0,35.0,2016-09-19 08:20:00,14.109098719148104,08:20:00,1.0
2016-09-19,0.0,43.0,27.666666666666668,37.666666666666664,43.0,37.0,31.5,8.0,35.0,2016-09-19 08:40:00,14.109098719148104,08:40:00,1.0
2016-09-19,0.0,43.0,27.666666666666668,37.666666666666664,43.0,37.0,31.5,8.0,35.0,2016-09-19 09:00:00,14.109098719148104,09:00:00,1.0
2016-09-19,0.0,43.0,27.666666666666668,37.666666666666664,43.0,37.0,31.5,8.0,35.0,2016-09-19 09:20:00,14.109098719148104,09:20:00,1.0
2016-09-19,0.0,43.0,27.666666666666668,37.666666666666664,43.0,37.0,31.5,8.0,35.0,2016-09-19 09:40:00,14.109098719148104,09:40:00,1.0
2016-09-19,0.0,56.0,47.666666666666664,47.666666666666664,44.0,46.5,47.5,41.0,15.0,2016-09-19 10:00:00,5.240865068542279,10:00:00,1.0
2016-09-19,0.0,56.0,47.666666666666664,47.666666666666664,44.0,46.5,47.5,41.0,15.0,2016-09-19 10:20:00,5.240865068542279,10:20:00,1.0
2016-09-19,0.0,56.0,47.666666666666664,47.666666666666664,44.0,46.5,47.5,41.0,15.0,2016-09-19 10:40:00,5.240865068542279,10:40:00,1.0
2016-09-19,0.0,56.0,47.666666666666664,47.666666666666664,44.0,46.5,47.5,41.0,15.0,2016-09-19 11:00:00,5.240865068542279,11:00:00,1.0
2016-09-19,0.0,56.0,47.666666666666664,47.666666666666664,44.0,46.5,47.5,41.0,15.0,2016-09-19 11:20:00,5.240865068542279,11:20:00,1.0
2016-09-19,0.0,56.0,47.666666666666664,47.666666666666664,44.0,46.5,47.5,41.0,15.0,2016-09-19 11:40:00,5.240865068542279,11:40:00,1.0
2016-09-19,0.0,44.0,39.166666666666664,34.333333333333336,34.0,32.0,41.5,30.0,14.0,2016-09-19 12:00:00,6.013872850889572,12:00:00,1.0
2016-09-19,0.0,44.0,39.166666666666664,34.333333333333336,34.0,32.0,41.5,30.0,14.0,2016-09-19 12:20:00,6.013872850889572,12:20:00,1.0
2016-09-19,0.0,44.0,39.166666666666664,34.333333333333336,34.0,32.0,41.5,30.0,14.0,2016-09-19 12:40:00,6.013872850889572,12:40:00,1.0
2016-09-19,0.0,44.0,39.166666666666664,34.333333333333336,34.0,32.0,41.5,30.0,14.0,2016-09-19 13:00:00,6.013872850889572,13:00:00,1.0
2016-09-19,0.0,44.0,39.166666666666664,34.333333333333336,34.0,32.0,41.5,30.0,14.0,2016-09-19 13:20:00,6.013872850889572,13:20:00,1.0
2016-09-19,0.0,44.0,39.166666666666664,34.333333333333336,34.0,32.0,41.5,30.0,14.0,2016-09-19 13:40:00,6.013872850889572,13:40:00,1.0
2016-09-19,0.0,61.0,52.166666666666664,57.0,53.0,57.0,53.0,44.0,17.0,2016-09-19 14:00:00,6.645800679125628,14:00:00,1.0
2016-09-19,0.0,61.0,52.166666666666664,57.0,53.0,57.0,53.0,44.0,17.0,2016-09-19 14:20:00,6.645800679125628,14:20:00,1.0
2016-09-19,0.0,61.0,52.166666666666664,57.0,53.0,57.0,53.0,44.0,17.0,2016-09-19 14:40:00,6.645800679125628,14:40:00,1.0
2016-09-19,0.0,61.0,52.166666666666664,57.0,53.0,57.0,53.0,44.0,17.0,2016-09-19 15:00:00,6.645800679125628,15:00:00,1.0
2016-09-19,0.0,61.0,52.166666666666664,57.0,53.0,57.0,53.0,44.0,17.0,2016-09-19 15:20:00,6.645800679125628,15:20:00,1.0
2016-09-19,0.0,61.0,52.166666666666664,57.0,53.0,57.0,53.0,44.0,17.0,2016-09-19 15:40:00,6.645800679125628,15:40:00,1.0
2016-09-19,0.0,57.0,51.166666666666664,49.333333333333336,43.0,50.0,52.0,43.0,14.0,2016-09-19 16:00:00,5.036533199202271,16:00:00,1.0
2016-09-19,0.0,57.0,51.166666666666664,49.333333333333336,43.0,50.0,52.0,43.0,14.0,2016-09-19 16:20:00,5.036533199202271,16:20:00,1.0
2016-09-19,0.0,57.0,51.166666666666664,49.333333333333336,43.0,50.0,52.0,43.0,14.0,2016-09-19 16:40:00,5.036533199202271,16:40:00,1.0
2016-09-19,0.0,57.0,51.166666666666664,49.333333333333336,43.0,50.0,52.0,43.0,14.0,2016-09-19 17:00:00,5.036533199202271,17:00:00,1.0
2016-09-19,0.0,57.0,51.166666666666664,49.333333333333336,43.0,50.0,52.0,43.0,14.0,2016-09-19 17:20:00,5.036533199202271,17:20:00,1.0
2016-09-19,0.0,57.0,51.166666666666664,49.333333333333336,43.0,50.0,52.0,43.0,14.0,2016-09-19 17:40:00,5.036533199202271,17:40:00,1.0
2016-09-19,0.0,55.0,39.5,31.333333333333332,24.0,29.0,39.0,24.0,31.0,2016-09-19 18:00:00,10.691117808723277,18:00:00,1.0
2016-09-19,0.0,55.0,39.5,31.333333333333332,24.0,29.0,39.0,24.0,31.0,2016-09-19 18:20:00,10.691117808723277,18:20:00,1.0
2016-09-19,0.0,55.0,39.5,31.333333333333332,24.0,29.0,39.0,24.0,31.0,2016-09-19 18:40:00,10.691117808723277,18:40:00,1.0
2016-09-19,0.0,55.0,39.5,31.333333333333332,24.0,29.0,39.0,24.0,31.0,2016-09-19 19:00:00,10.691117808723277,19:00:00,1.0
2016-09-19,0.0,55.0,39.5,31.333333333333332,24.0,29.0,39.0,24.0,31.0,2016-09-19 19:20:00,10.691117808723277,19:20:00,1.0
2016-09-19,0.0,55.0,39.5,31.333333333333332,24.0,29.0,39.0,24.0,31.0,2016-09-19 19:40:00,10.691117808723277,19:40:00,1.0
2016-09-19,0.0,29.0,22.666666666666668,20.666666666666668,27.0,24.5,24.5,13.0,16.0,2016-09-19 20:00:00,6.21825270205921,20:00:00,1.0
2016-09-19,0.0,29.0,22.666666666666668,20.666666666666668,27.0,24.5,24.5,13.0,16.0,2016-09-19 20:20:00,6.21825270205921,20:20:00,1.0
2016-09-19,0.0,29.0,22.666666666666668,20.666666666666668,27.0,24.5,24.5,13.0,16.0,2016-09-19 20:40:00,6.21825270205921,20:40:00,1.0
2016-09-19,0.0,29.0,22.666666666666668,20.666666666666668,27.0,24.5,24.5,13.0,16.0,2016-09-19 21:00:00,6.21825270205921,21:00:00,1.0
2016-09-19,0.0,29.0,22.666666666666668,20.666666666666668,27.0,24.5,24.5,13.0,16.0,2016-09-19 21:20:00,6.21825270205921,21:20:00,1.0
2016-09-19,0.0,29.0,22.666666666666668,20.666666666666668,27.0,24.5,24.5,13.0,16.0,2016-09-19 21:40:00,6.21825270205921,21:40:00,1.0
2016-09-19,0.0,22.0,15.666666666666666,14.666666666666666,5.0,13.5,17.0,5.0,17.0,2016-09-19 22:00:00,5.645056834671079,22:00:00,1.0
2016-09-19,0.0,22.0,15.666666666666666,14.666666666666666,5.0,13.5,17.0,5.0,17.0,2016-09-19 22:20:00,5.645056834671079,22:20:00,1.0
2016-09-19,0.0,22.0,15.666666666666666,14.666666666666666,5.0,13.5,17.0,5.0,17.0,2016-09-19 22:40:00,5.645056834671079,22:40:00,1.0
2016-09-19,0.0,22.0,15.666666666666666,14.666666666666666,5.0,13.5,17.0,5.0,17.0,2016-09-19 23:00:00,5.645056834671079,23:00:00,1.0
2016-09-19,0.0,22.0,15.666666666666666,14.666666666666666,5.0,13.5,17.0,5.0,17.0,2016-09-19 23:20:00,5.645056834671079,23:20:00,1.0
2016-09-19,0.0,22.0,15.666666666666666,14.666666666666666,5.0,13.5,17.0,5.0,17.0,2016-09-19 23:40:00,5.645056834671079,23:40:00,1.0
2016-09-20,0.0,9.0,5.0,4.666666666666667,6.0,6.5,5.0,1.0,8.0,2016-09-20 00:00:00,2.898275349237888,00:00:00,1.0
2016-09-20,0.0,9.0,5.0,4.666666666666667,6.0,6.5,5.0,1.0,8.0,2016-09-20 00:20:00,2.898275349237888,00:20:00,1.0
2016-09-20,0.0,9.0,5.0,4.666666666666667,6.0,6.5,5.0,1.0,8.0,2016-09-20 00:40:00,2.898275349237888,00:40:00,1.0
2016-09-20,0.0,9.0,5.0,4.666666666666667,6.0,6.5,5.0,1.0,8.0,2016-09-20 01:00:00,2.898275349237888,01:00:00,1.0
2016-09-20,0.0,9.0,5.0,4.666666666666667,6.0,6.5,5.0,1.0,8.0,2016-09-20 01:20:00,2.898275349237888,01:20:00,1.0
2016-09-20,0.0,9.0,5.0,4.666666666666667,6.0,6.5,5.0,1.0,8.0,2016-09-20 01:40:00,2.898275349237888,01:40:00,1.0
2016-09-20,0.0,14.0,8.333333333333334,5.333333333333333,5.0,5.0,6.5,5.0,9.0,2016-09-20 02:00:00,4.08248290463863,02:00:00,1.0
2016-09-20,0.0,14.0,8.333333333333334,5.333333333333333,5.0,5.0,6.5,5.0,9.0,2016-09-20 02:20:00,4.08248290463863,02:20:00,1.0
2016-09-20,0.0,14.0,8.333333333333334,5.333333333333333,5.0,5.0,6.5,5.0,9.0,2016-09-20 02:40:00,4.08248290463863,02:40:00,1.0
2016-09-20,0.0,14.0,8.333333333333334,5.333333333333333,5.0,5.0,6.5,5.0,9.0,2016-09-20 03:00:00,4.08248290463863,03:00:00,1.0
2016-09-20,0.0,14.0,8.333333333333334,5.333333333333333,5.0,5.0,6.5,5.0,9.0,2016-09-20 03:20:00,4.08248290463863,03:20:00,1.0
2016-09-20,0.0,14.0,8.333333333333334,5.333333333333333,5.0,5.0,6.5,5.0,9.0,2016-09-20 03:40:00,4.08248290463863,03:40:00,1.0
2016-09-20,0.0,10.0,7.5,7.666666666666667,5.0,6.5,7.5,5.0,5.0,2016-09-20 04:00:00,1.8708286933869707,04:00:00,1.0
2016-09-20,0.0,10.0,7.5,7.666666666666667,5.0,6.5,7.5,5.0,5.0,2016-09-20 04:20:00,1.8708286933869707,04:20:00,1.0
2016-09-20,0.0,10.0,7.5,7.666666666666667,5.0,6.5,7.5,5.0,5.0,2016-09-20 04:40:00,1.8708286933869707,04:40:00,1.0
2016-09-20,0.0,10.0,7.5,7.666666666666667,5.0,6.5,7.5,5.0,5.0,2016-09-20 05:00:00,1.8708286933869707,05:00:00,1.0
2016-09-20,0.0,10.0,7.5,7.666666666666667,5.0,6.5,7.5,5.0,5.0,2016-09-20 05:20:00,1.8708286933869707,05:20:00,1.0
2016-09-20,0.0,10.0,7.5,7.666666666666667,5.0,6.5,7.5,5.0,5.0,2016-09-20 05:40:00,1.8708286933869707,05:40:00,1.0
2016-09-20,0.0,15.0,9.5,7.666666666666667,10.0,7.0,9.5,4.0,11.0,2016-09-20 06:00:00,3.6193922141707713,06:00:00,1.0
2016-09-20,0.0,15.0,9.5,7.666666666666667,10.0,7.0,9.5,4.0,11.0,2016-09-20 06:20:00,3.6193922141707713,06:20:00,1.0
2016-09-20,0.0,15.0,9.5,7.666666666666667,10.0,7.0,9.5,4.0,11.0,2016-09-20 06:40:00,3.6193922141707713,06:40:00,1.0
2016-09-20,0.0,15.0,9.5,7.666666666666667,10.0,7.0,9.5,4.0,11.0,2016-09-20 07:00:00,3.6193922141707713,07:00:00,1.0
2016-09-20,0.0,15.0,9.5,7.666666666666667,10.0,7.0,9.5,4.0,11.0,2016-09-20 07:20:00,3.6193922141707713,07:20:00,1.0
2016-09-20,0.0,15.0,9.5,7.666666666666667,10.0,7.0,9.5,4.0,11.0,2016-09-20 07:40:00,3.6193922141707713,07:40:00,1.0
2016-09-20,0.0,38.0,26.833333333333332,33.0,31.0,30.5,29.5,13.0,25.0,2016-09-20 08:00:00,8.886319072972041,08:00:00,1.0
2016-09-20,0.0,38.0,26.833333333333332,33.0,31.0,30.5,29.5,13.0,25.0,2016-09-20 08:20:00,8.886319072972041,08:20:00,1.0
2016-09-20,0.0,38.0,26.833333333333332,33.0,31.0,30.5,29.5,13.0,25.0,2016-09-20 08:40:00,8.886319072972041,08:40:00,1.0
2016-09-20,0.0,38.0,26.833333333333332,33.0,31.0,30.5,29.5,13.0,25.0,2016-09-20 09:00:00,8.886319072972041,09:00:00,1.0
2016-09-20,0.0,38.0,26.833333333333332,33.0,31.0,30.5,29.5,13.0,25.0,2016-09-20 09:20:00,8.886319072972041,09:20:00,1.0
2016-09-20,0.0,38.0,26.833333333333332,33.0,31.0,30.5,29.5,13.0,25.0,2016-09-20 09:40:00,8.886319072972041,09:40:00,1.0
2016-09-20,0.0,68.0,54.333333333333336,59.333333333333336,59.0,63.5,52.0,45.0,23.0,2016-09-20 10:00:00,8.091147425839345,10:00:00,1.0
2016-09-20,0.0,68.0,54.333333333333336,59.333333333333336,59.0,63.5,52.0,45.0,23.0,2016-09-20 10:20:00,8.091147425839345,10:20:00,1.0
2016-09-20,0.0,68.0,54.333333333333336,59.333333333333336,59.0,63.5,52.0,45.0,23.0,2016-09-20 10:40:00,8.091147425839345,10:40:00,1.0
2016-09-20,0.0,68.0,54.333333333333336,59.333333333333336,59.0,63.5,52.0,45.0,23.0,2016-09-20 11:00:00,8.091147425839345,11:00:00,1.0
2016-09-20,0.0,68.0,54.333333333333336,59.333333333333336,59.0,63.5,52.0,45.0,23.0,2016-09-20 11:20:00,8.091147425839345,11:20:00,1.0
2016-09-20,0.0,68.0,54.333333333333336,59.333333333333336,59.0,63.5,52.0,45.0,23.0,2016-09-20 11:40:00,8.091147425839345,11:40:00,1.0
2016-09-20,0.0,64.0,58.333333333333336,57.0,50.0,57.0,58.5,50.0,14.0,2016-09-20 12:00:00,5.163977794943222,12:00:00,1.0
2016-09-20,0.0,64.0,58.333333333333336,57.0,50.0,57.0,58.5,50.0,14.0,2016-09-20 12:20:00,5.163977794943222,12:20:00,1.0
2016-09-20,0.0,64.0,58.333333333333336,57.0,50.0,57.0,58.5,50.0,14.0,2016-09-20 12:40:00,5.163977794943222,12:40:00,1.0
2016-09-20,0.0,64.0,58.333333333333336,57.0,50.0,57.0,58.5,50.0,14.0,2016-09-20 13:00:00,5.163977794943222,13:00:00,1.0
2016-09-20,0.0,64.0,58.333333333333336,57.0,50.0,57.0,58.5,50.0,14.0,2016-09-20 13:20:00,5.163977794943222,13:20:00,1.0
2016-09-20,0.0,64.0,58.333333333333336,57.0,50.0,57.0,58.5,50.0,14.0,2016-09-20 13:40:00,5.163977794943222,13:40:00,1.0
2016-09-20,0.0,98.0,75.66666666666667,88.0,84.0,83.0,78.5,53.0,45.0,2016-09-20 14:00:00,16.18229485167869,14:00:00,1.0
2016-09-20,0.0,98.0,75.66666666666667,88.0,84.0,83.0,78.5,53.0,45.0,2016-09-20 14:20:00,16.18229485167869,14:20:00,1.0
2016-09-20,0.0,98.0,75.66666666666667,88.0,84.0,83.0,78.5,53.0,45.0,2016-09-20 14:40:00,16.18229485167869,14:40:00,1.0
2016-09-20,0.0,98.0,75.66666666666667,88.0,84.0,83.0,78.5,53.0,45.0,2016-09-20 15:00:00,16.18229485167869,15:00:00,1.0
2016-09-20,0.0,98.0,75.66666666666667,88.0,84.0,83.0,78.5,53.0,45.0,2016-09-20 15:20:00,16.18229485167869,15:20:00,1.0
2016-09-20,0.0,98.0,75.66666666666667,88.0,84.0,83.0,78.5,53.0,45.0,2016-09-20 15:40:00,16.18229485167869,15:40:00,1.0
2016-09-20,0.0,90.0,74.33333333333333,69.33333333333333,73.0,68.5,72.0,64.0,26.0,2016-09-20 16:00:00,9.626352718795767,16:00:00,1.0
2016-09-20,0.0,90.0,74.33333333333333,69.33333333333333,73.0,68.5,72.0,64.0,26.0,2016-09-20 16:20:00,9.626352718795767,16:20:00,1.0
2016-09-20,0.0,90.0,74.33333333333333,69.33333333333333,73.0,68.5,72.0,64.0,26.0,2016-09-20 16:40:00,9.626352718795767,16:40:00,1.0
2016-09-20,0.0,90.0,74.33333333333333,69.33333333333333,73.0,68.5,72.0,64.0,26.0,2016-09-20 17:00:00,9.626352718795767,17:00:00,1.0
2016-09-20,0.0,90.0,74.33333333333333,69.33333333333333,73.0,68.5,72.0,64.0,26.0,2016-09-20 17:20:00,9.626352718795767,17:20:00,1.0
2016-09-20,0.0,90.0,74.33333333333333,69.33333333333333,73.0,68.5,72.0,64.0,26.0,2016-09-20 17:40:00,9.626352718795767,17:40:00,1.0
2016-09-20,0.0,57.0,45.166666666666664,39.333333333333336,38.0,40.0,45.0,38.0,19.0,2016-09-20 18:00:00,7.332575718440736,18:00:00,1.0
2016-09-20,0.0,57.0,45.166666666666664,39.333333333333336,38.0,40.0,45.0,38.0,19.0,2016-09-20 18:20:00,7.332575718440736,18:20:00,1.0
2016-09-20,0.0,57.0,45.166666666666664,39.333333333333336,38.0,40.0,45.0,38.0,19.0,2016-09-20 18:40:00,7.332575718440736,18:40:00,1.0
2016-09-20,0.0,57.0,45.166666666666664,39.333333333333336,38.0,40.0,45.0,38.0,19.0,2016-09-20 19:00:00,7.332575718440736,19:00:00,1.0
2016-09-20,0.0,57.0,45.166666666666664,39.333333333333336,38.0,40.0,45.0,38.0,19.0,2016-09-20 19:20:00,7.332575718440736,19:20:00,1.0
2016-09-20,0.0,57.0,45.166666666666664,39.333333333333336,38.0,40.0,45.0,38.0,19.0,2016-09-20 19:40:00,7.332575718440736,19:40:00,1.0
2016-09-20,0.0,29.0,23.666666666666668,22.333333333333332,21.0,25.0,23.5,17.0,12.0,2016-09-20 20:00:00,5.046450898073483,20:00:00,1.0
2016-09-20,0.0,29.0,23.666666666666668,22.333333333333332,21.0,25.0,23.5,17.0,12.0,2016-09-20 20:20:00,5.046450898073483,20:20:00,1.0
2016-09-20,0.0,29.0,23.666666666666668,22.333333333333332,21.0,25.0,23.5,17.0,12.0,2016-09-20 20:40:00,5.046450898073483,20:40:00,1.0
2016-09-20,0.0,29.0,23.666666666666668,22.333333333333332,21.0,25.0,23.5,17.0,12.0,2016-09-20 21:00:00,5.046450898073483,21:00:00,1.0
2016-09-20,0.0,29.0,23.666666666666668,22.333333333333332,21.0,25.0,23.5,17.0,12.0,2016-09-20 21:20:00,5.046450898073483,21:20:00,1.0
2016-09-20,0.0,29.0,23.666666666666668,22.333333333333332,21.0,25.0,23.5,17.0,12.0,2016-09-20 21:40:00,5.046450898073483,21:40:00,1.0
2016-09-20,0.0,37.0,21.166666666666668,27.666666666666668,37.0,33.0,16.5,12.0,25.0,2016-09-20 22:00:00,9.662642840686324,22:00:00,1.0
2016-09-20,0.0,37.0,21.166666666666668,27.666666666666668,37.0,33.0,16.5,12.0,25.0,2016-09-20 22:20:00,9.662642840686324,22:20:00,1.0
2016-09-20,0.0,37.0,21.166666666666668,27.666666666666668,37.0,33.0,16.5,12.0,25.0,2016-09-20 22:40:00,9.662642840686324,22:40:00,1.0
2016-09-20,0.0,37.0,21.166666666666668,27.666666666666668,37.0,33.0,16.5,12.0,25.0,2016-09-20 23:00:00,9.662642840686324,23:00:00,1.0
2016-09-20,0.0,37.0,21.166666666666668,27.666666666666668,37.0,33.0,16.5,12.0,25.0,2016-09-20 23:20:00,9.662642840686324,23:20:00,1.0
2016-09-20,0.0,37.0,21.166666666666668,27.666666666666668,37.0,33.0,16.5,12.0,25.0,2016-09-20 23:40:00,9.662642840686324,23:40:00,1.0
2016-09-21,0.0,30.0,17.333333333333332,12.666666666666666,11.0,9.0,18.0,7.0,23.0,2016-09-21 00:00:00,7.966596931354482,00:00:00,1.0
2016-09-21,0.0,30.0,17.333333333333332,12.666666666666666,11.0,9.0,18.0,7.0,23.0,2016-09-21 00:20:00,7.966596931354482,00:20:00,1.0
2016-09-21,0.0,30.0,17.333333333333332,12.666666666666666,11.0,9.0,18.0,7.0,23.0,2016-09-21 00:40:00,7.966596931354482,00:40:00,1.0
2016-09-21,0.0,30.0,17.333333333333332,12.666666666666666,11.0,9.0,18.0,7.0,23.0,2016-09-21 01:00:00,7.966596931354482,01:00:00,1.0
2016-09-21,0.0,30.0,17.333333333333332,12.666666666666666,11.0,9.0,18.0,7.0,23.0,2016-09-21 01:20:00,7.966596931354482,01:20:00,1.0
2016-09-21,0.0,30.0,17.333333333333332,12.666666666666666,11.0,9.0,18.0,7.0,23.0,2016-09-21 01:40:00,7.966596931354482,01:40:00,1.0
2016-09-21,0.0,12.0,7.0,5.666666666666667,6.0,5.0,6.5,4.0,8.0,2016-09-21 02:00:00,2.6832815729997477,02:00:00,1.0
2016-09-21,0.0,12.0,7.0,5.666666666666667,6.0,5.0,6.5,4.0,8.0,2016-09-21 02:20:00,2.6832815729997477,02:20:00,1.0
2016-09-21,0.0,12.0,7.0,5.666666666666667,6.0,5.0,6.5,4.0,8.0,2016-09-21 02:40:00,2.6832815729997477,02:40:00,1.0
2016-09-21,0.0,12.0,7.0,5.666666666666667,6.0,5.0,6.5,4.0,8.0,2016-09-21 03:00:00,2.6832815729997477,03:00:00,1.0
2016-09-21,0.0,12.0,7.0,5.666666666666667,6.0,5.0,6.5,4.0,8.0,2016-09-21 03:20:00,2.6832815729997477,03:20:00,1.0
2016-09-21,0.0,12.0,7.0,5.666666666666667,6.0,5.0,6.5,4.0,8.0,2016-09-21 03:40:00,2.6832815729997477,03:40:00,1.0
2016-09-21,0.0,10.0,7.166666666666667,7.0,10.0,8.0,6.0,5.0,5.0,2016-09-21 04:00:00,2.228601953392904,04:00:00,1.0
2016-09-21,0.0,10.0,7.166666666666667,7.0,10.0,8.0,6.0,5.0,5.0,2016-09-21 04:20:00,2.228601953392904,04:20:00,1.0
2016-09-21,0.0,10.0,7.166666666666667,7.0,10.0,8.0,6.0,5.0,5.0,2016-09-21 04:40:00,2.228601953392904,04:40:00,1.0
2016-09-21,0.0,10.0,7.166666666666667,7.0,10.0,8.0,6.0,5.0,5.0,2016-09-21 05:00:00,2.228601953392904,05:00:00,1.0
2016-09-21,0.0,10.0,7.166666666666667,7.0,10.0,8.0,6.0,5.0,5.0,2016-09-21 05:20:00,2.228601953392904,05:20:00,1.0
2016-09-21,0.0,10.0,7.166666666666667,7.0,10.0,8.0,6.0,5.0,5.0,2016-09-21 05:40:00,2.228601953392904,05:40:00,1.0
2016-09-21,0.0,28.0,15.5,17.333333333333332,28.0,21.0,14.0,10.0,18.0,2016-09-21 06:00:00,6.5038450166036395,06:00:00,1.0
2016-09-21,0.0,28.0,15.5,17.333333333333332,28.0,21.0,14.0,10.0,18.0,2016-09-21 06:20:00,6.5038450166036395,06:20:00,1.0
2016-09-21,0.0,28.0,15.5,17.333333333333332,28.0,21.0,14.0,10.0,18.0,2016-09-21 06:40:00,6.5038450166036395,06:40:00,1.0
2016-09-21,0.0,28.0,15.5,17.333333333333332,28.0,21.0,14.0,10.0,18.0,2016-09-21 07:00:00,6.5038450166036395,07:00:00,1.0
2016-09-21,0.0,28.0,15.5,17.333333333333332,28.0,21.0,14.0,10.0,18.0,2016-09-21 07:20:00,6.5038450166036395,07:20:00,1.0
2016-09-21,0.0,28.0,15.5,17.333333333333332,28.0,21.0,14.0,10.0,18.0,2016-09-21 07:40:00,6.5038450166036395,07:40:00,1.0
2016-09-21,0.0,95.0,68.16666666666667,85.66666666666667,95.0,89.5,76.5,36.0,59.0,2016-09-21 08:00:00,24.028455353323622,08:00:00,1.0
2016-09-21,0.0,95.0,68.16666666666667,85.66666666666667,95.0,89.5,76.5,36.0,59.0,2016-09-21 08:20:00,24.028455353323622,08:20:00,1.0
2016-09-21,0.0,95.0,68.16666666666667,85.66666666666667,95.0,89.5,76.5,36.0,59.0,2016-09-21 08:40:00,24.028455353323622,08:40:00,1.0
2016-09-21,0.0,95.0,68.16666666666667,85.66666666666667,95.0,89.5,76.5,36.0,59.0,2016-09-21 09:00:00,24.028455353323622,09:00:00,1.0
2016-09-21,0.0,95.0,68.16666666666667,85.66666666666667,95.0,89.5,76.5,36.0,59.0,2016-09-21 09:20:00,24.028455353323622,09:20:00,1.0
2016-09-21,0.0,95.0,68.16666666666667,85.66666666666667,95.0,89.5,76.5,36.0,59.0,2016-09-21 09:40:00,24.028455353323622,09:40:00,1.0
2016-09-21,0.0,126.0,80.33333333333333,52.333333333333336,53.0,54.0,66.0,49.0,77.0,2016-09-21 10:00:00,35.223098481914775,10:00:00,1.0
2016-09-21,0.0,126.0,80.33333333333333,52.333333333333336,53.0,54.0,66.0,49.0,77.0,2016-09-21 10:20:00,35.223098481914775,10:20:00,1.0
2016-09-21,0.0,126.0,80.33333333333333,52.333333333333336,53.0,54.0,66.0,49.0,77.0,2016-09-21 10:40:00,35.223098481914775,10:40:00,1.0
2016-09-21,0.0,126.0,80.33333333333333,52.333333333333336,53.0,54.0,66.0,49.0,77.0,2016-09-21 11:00:00,35.223098481914775,11:00:00,1.0
