tollgate_id,time_window,direction,volume,start_time,date,time,day_of_week,week_day_1,week_day_2,week_day_3,week_day_4,week_day_5,week_day_6,week_day_7,is_weekend,month,day,hour,minute,time_win_label,lengthSum,widthSum,lanesSum,laneWidthSum,intersectionNum,linkNum,max,mean,mean_1h,mean_20,mean_40,median,min,range,satrt_time,std,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
3.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0.0,18.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8,2535,162,54,63,3,21,17.0,15.666666666666664,15.0,11.0,14.0,16.5,11.0,6.0,2016-09-19 02:40:00,2.3380903889000244,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0.0,6.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8,2371,150,50,63,2,21,14.0,10.333333333333334,11.333333333333336,10.0,12.0,10.0,6.0,8.0,2016-09-19 02:40:00,2.8751811537130427,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",1.0,10.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8,2371,150,50,63,2,21,140.0,42.0,8.333333333333334,7.0,10.5,22.5,4.0,136.0,2016-09-19 02:40:00,51.718468654823894,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0.0,0.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8,384,42,14,18,1,6,2.0,0.8333333333333334,1.0,2.0,1.0,0.5,0.0,2.0,2016-09-19 02:40:00,0.983192080250175,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
3.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",1.0,0.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8,2535,162,54,63,3,21,181.0,66.5,4.333333333333333,4.0,4.5,49.0,4.0,177.0,2016-09-19 02:40:00,74.13163966890251,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0.0,9.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9,2371,150,50,63,2,21,14.0,10.333333333333334,11.333333333333336,10.0,12.0,10.0,6.0,8.0,2016-09-19 03:00:00,2.8751811537130427,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",1.0,10.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9,2371,150,50,63,2,21,140.0,42.0,8.333333333333334,7.0,10.5,22.5,4.0,136.0,2016-09-19 03:00:00,51.718468654823894,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
3.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0.0,10.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9,2535,162,54,63,3,21,17.0,15.666666666666664,15.0,11.0,14.0,16.5,11.0,6.0,2016-09-19 03:00:00,2.3380903889000244,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
3.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",1.0,5.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9,2535,162,54,63,3,21,181.0,66.5,4.333333333333333,4.0,4.5,49.0,4.0,177.0,2016-09-19 03:00:00,74.13163966890251,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0.0,0.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9,384,42,14,18,1,6,2.0,0.8333333333333334,1.0,2.0,1.0,0.5,0.0,2.0,2016-09-19 03:00:00,0.983192080250175,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
3.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0.0,10.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10,2535,162,54,63,3,21,17.0,15.666666666666664,15.0,11.0,14.0,16.5,11.0,6.0,2016-09-19 03:20:00,2.3380903889000244,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
3.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",1.0,3.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10,2535,162,54,63,3,21,181.0,66.5,4.333333333333333,4.0,4.5,49.0,4.0,177.0,2016-09-19 03:20:00,74.13163966890251,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0.0,4.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10,2371,150,50,63,2,21,14.0,10.333333333333334,11.333333333333336,10.0,12.0,10.0,6.0,8.0,2016-09-19 03:20:00,2.8751811537130427,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",1.0,14.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10,2371,150,50,63,2,21,140.0,42.0,8.333333333333334,7.0,10.5,22.5,4.0,136.0,2016-09-19 03:20:00,51.718468654823894,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0.0,0.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10,384,42,14,18,1,6,2.0,0.8333333333333334,1.0,2.0,1.0,0.5,0.0,2.0,2016-09-19 03:20:00,0.983192080250175,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0.0,9.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11,2371,150,50,63,2,21,14.0,10.333333333333334,11.333333333333336,10.0,12.0,10.0,6.0,8.0,2016-09-19 03:40:00,2.8751811537130427,1008.207,1013.1619999999999,0.0,4.456,24.903000000000002,66.184,0.0
1.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",1.0,20.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11,2371,150,50,63,2,21,140.0,42.0,8.333333333333334,7.0,10.5,22.5,4.0,136.0,2016-09-19 03:40:00,51.718468654823894,1008.207,1013.1619999999999,0.0,4.456,24.903000000000002,66.184,0.0
3.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0.0,9.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11,2535,162,54,63,3,21,17.0,15.666666666666664,15.0,11.0,14.0,16.5,11.0,6.0,2016-09-19 03:40:00,2.3380903889000244,1008.207,1013.1619999999999,0.0,4.456,24.903000000000002,66.184,0.0
3.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",1.0,10.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11,2535,162,54,63,3,21,181.0,66.5,4.333333333333333,4.0,4.5,49.0,4.0,177.0,2016-09-19 03:40:00,74.13163966890251,1008.207,1013.1619999999999,0.0,4.456,24.903000000000002,66.184,0.0
2.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0.0,0.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11,384,42,14,18,1,6,2.0,0.8333333333333334,1.0,2.0,1.0,0.5,0.0,2.0,2016-09-19 03:40:00,0.983192080250175,1008.207,1013.1619999999999,0.0,4.456,24.903000000000002,66.184,0.0
3.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0.0,11.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12,2535,162,54,63,3,21,18.0,12.0,9.666666666666666,9.0,9.5,10.5,9.0,9.0,2016-09-19 04:00:00,3.40587727318528,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0
3.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1.0,4.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12,2535,162,54,63,3,21,10.0,4.5,6.0,10.0,6.5,4.5,0.0,10.0,2016-09-19 04:00:00,3.271085446759225,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0
1.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0.0,10.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12,2371,150,50,63,2,21,10.0,7.5,7.333333333333332,9.0,6.5,8.0,4.0,6.0,2016-09-19 04:00:00,2.2583179581272432,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0
1.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1.0,18.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12,2371,150,50,63,2,21,20.0,11.333333333333336,14.666666666666664,20.0,17.0,10.0,7.0,13.0,2016-09-19 04:00:00,4.966554808583781,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0
2.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0.0,0.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12,384,42,14,18,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-19 04:00:00,0.0,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0
1.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0.0,13.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13,2371,150,50,63,2,21,10.0,7.5,7.333333333333332,9.0,6.5,8.0,4.0,6.0,2016-09-19 04:20:00,2.2583179581272432,1007.919,1012.816,0.0,4.824,25.886999999999997,62.618,0.0
1.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1.0,17.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13,2371,150,50,63,2,21,20.0,11.333333333333336,14.666666666666664,20.0,17.0,10.0,7.0,13.0,2016-09-19 04:20:00,4.966554808583781,1007.919,1012.816,0.0,4.824,25.886999999999997,62.618,0.0
3.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0.0,8.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13,2535,162,54,63,3,21,18.0,12.0,9.666666666666666,9.0,9.5,10.5,9.0,9.0,2016-09-19 04:20:00,3.40587727318528,1007.919,1012.816,0.0,4.824,25.886999999999997,62.618,0.0
3.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1.0,7.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13,2535,162,54,63,3,21,10.0,4.5,6.0,10.0,6.5,4.5,0.0,10.0,2016-09-19 04:20:00,3.271085446759225,1007.919,1012.816,0.0,4.824,25.886999999999997,62.618,0.0
2.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0.0,0.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13,384,42,14,18,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-19 04:20:00,0.0,1007.919,1012.816,0.0,4.824,25.886999999999997,62.618,0.0
3.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0.0,10.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14,2535,162,54,63,3,21,18.0,12.0,9.666666666666666,9.0,9.5,10.5,9.0,9.0,2016-09-19 04:40:00,3.40587727318528,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0
3.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1.0,3.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14,2535,162,54,63,3,21,10.0,4.5,6.0,10.0,6.5,4.5,0.0,10.0,2016-09-19 04:40:00,3.271085446759225,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0
1.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0.0,12.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14,2371,150,50,63,2,21,10.0,7.5,7.333333333333332,9.0,6.5,8.0,4.0,6.0,2016-09-19 04:40:00,2.2583179581272432,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0
1.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1.0,23.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14,2371,150,50,63,2,21,20.0,11.333333333333336,14.666666666666664,20.0,17.0,10.0,7.0,13.0,2016-09-19 04:40:00,4.966554808583781,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0
2.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0.0,0.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14,384,42,14,18,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-19 04:40:00,0.0,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0
1.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0.0,2.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15,2371,150,50,63,2,21,10.0,7.5,7.333333333333332,9.0,6.5,8.0,4.0,6.0,2016-09-19 05:00:00,2.2583179581272432,1007.607,1012.49,0.0,5.5329999999999995,26.59,58.45,0.0
1.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1.0,28.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15,2371,150,50,63,2,21,20.0,11.333333333333336,14.666666666666664,20.0,17.0,10.0,7.0,13.0,2016-09-19 05:00:00,4.966554808583781,1007.607,1012.49,0.0,5.5329999999999995,26.59,58.45,0.0
2.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0.0,14.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15,384,42,14,18,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-19 05:00:00,0.0,1007.607,1012.49,0.0,5.5329999999999995,26.59,58.45,0.0
3.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0.0,9.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15,2535,162,54,63,3,21,18.0,12.0,9.666666666666666,9.0,9.5,10.5,9.0,9.0,2016-09-19 05:00:00,3.40587727318528,1007.607,1012.49,0.0,5.5329999999999995,26.59,58.45,0.0
3.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1.0,11.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15,2535,162,54,63,3,21,10.0,4.5,6.0,10.0,6.5,4.5,0.0,10.0,2016-09-19 05:00:00,3.271085446759225,1007.607,1012.49,0.0,5.5329999999999995,26.59,58.45,0.0
2.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0.0,12.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16,384,42,14,18,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-19 05:20:00,0.0,1007.4839999999999,1012.372,0.0,5.894,26.764,56.891999999999996,0.0
1.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0.0,8.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16,2371,150,50,63,2,21,10.0,7.5,7.333333333333332,9.0,6.5,8.0,4.0,6.0,2016-09-19 05:20:00,2.2583179581272432,1007.4839999999999,1012.372,0.0,5.894,26.764,56.891999999999996,0.0
1.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1.0,24.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16,2371,150,50,63,2,21,20.0,11.333333333333336,14.666666666666664,20.0,17.0,10.0,7.0,13.0,2016-09-19 05:20:00,4.966554808583781,1007.4839999999999,1012.372,0.0,5.894,26.764,56.891999999999996,0.0
3.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0.0,14.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16,2535,162,54,63,3,21,18.0,12.0,9.666666666666666,9.0,9.5,10.5,9.0,9.0,2016-09-19 05:20:00,3.40587727318528,1007.4839999999999,1012.372,0.0,5.894,26.764,56.891999999999996,0.0
3.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1.0,7.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16,2535,162,54,63,3,21,10.0,4.5,6.0,10.0,6.5,4.5,0.0,10.0,2016-09-19 05:20:00,3.271085446759225,1007.4839999999999,1012.372,0.0,5.894,26.764,56.891999999999996,0.0
1.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0.0,13.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17,2371,150,50,63,2,21,10.0,7.5,7.333333333333332,9.0,6.5,8.0,4.0,6.0,2016-09-19 05:40:00,2.2583179581272432,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1.0,34.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17,2371,150,50,63,2,21,20.0,11.333333333333336,14.666666666666664,20.0,17.0,10.0,7.0,13.0,2016-09-19 05:40:00,4.966554808583781,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0.0,21.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17,384,42,14,18,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-19 05:40:00,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
3.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0.0,27.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17,2535,162,54,63,3,21,18.0,12.0,9.666666666666666,9.0,9.5,10.5,9.0,9.0,2016-09-19 05:40:00,3.40587727318528,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
3.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1.0,13.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17,2535,162,54,63,3,21,10.0,4.5,6.0,10.0,6.5,4.5,0.0,10.0,2016-09-19 05:40:00,3.271085446759225,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0.0,8.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18,2371,150,50,63,2,21,13.0,9.666666666666666,7.666666666666668,13.0,10.5,11.0,2.0,11.0,2016-09-19 06:00:00,4.226897995772629,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1.0,39.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18,2371,150,50,63,2,21,34.0,24.0,28.66666666666667,34.0,29.0,23.5,17.0,17.0,2016-09-19 06:00:00,6.356099432828281,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0.0,30.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18,384,42,14,18,1,6,21.0,7.833333333333332,15.666666666666664,21.0,16.5,6.0,0.0,21.0,2016-09-19 06:00:00,9.086620200419222,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
3.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0.0,39.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18,2535,162,54,63,3,21,27.0,13.166666666666664,16.666666666666668,27.0,20.5,10.5,8.0,19.0,2016-09-19 06:00:00,7.082843120291924,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
3.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1.0,30.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18,2535,162,54,63,3,21,13.0,7.5,10.333333333333334,13.0,10.0,7.0,3.0,10.0,2016-09-19 06:00:00,3.88587184554509,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1.0,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0.0,13.0,2016-09-19 06:20:00,2016-09-19,06:20:00,1,1,0,0,0,0,0,0,0,9,19,6,20,19,2371,150,50,63,2,21,13.0,9.666666666666666,7.666666666666668,13.0,10.5,11.0,2.0,11.0,2016-09-19 06:20:00,4.226897995772629,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1.0,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",1.0,57.0,2016-09-19 06:20:00,2016-09-19,06:20:00,1,1,0,0,0,0,0,0,0,9,19,6,20,19,2371,150,50,63,2,21,34.0,24.0,28.66666666666667,34.0,29.0,23.5,17.0,17.0,2016-09-19 06:20:00,6.356099432828281,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2.0,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0.0,36.0,2016-09-19 06:20:00,2016-09-19,06:20:00,1,1,0,0,0,0,0,0,0,9,19,6,20,19,384,42,14,18,1,6,21.0,7.833333333333332,15.666666666666664,21.0,16.5,6.0,0.0,21.0,2016-09-19 06:20:00,9.086620200419222,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
