tollgate_id,time_window,direction,volume,start_time,date,time,day_of_week,week_day_1,week_day_2,week_day_3,week_day_4,week_day_5,week_day_6,week_day_7,is_weekend,month,day,hour,minute,time_win_label
1.0,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",1.0,7.0,2016-09-19 01:40:00,2016-09-19,01:40:00,1,1,0,0,0,0,0,0,0,9,19,1,40,5
2.0,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",0.0,2.0,2016-09-19 01:40:00,2016-09-19,01:40:00,1,1,0,0,0,0,0,0,0,9,19,1,40,5
3.0,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",0.0,11.0,2016-09-19 02:00:00,2016-09-19,02:00:00,1,1,0,0,0,0,0,0,0,9,19,2,0,6
3.0,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",1.0,5.0,2016-09-19 02:00:00,2016-09-19,02:00:00,1,1,0,0,0,0,0,0,0,9,19,2,0,6
1.0,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",0.0,7.0,2016-09-19 02:00:00,2016-09-19,02:00:00,1,1,0,0,0,0,0,0,0,9,19,2,0,6
1.0,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",1.0,7.0,2016-09-19 02:00:00,2016-09-19,02:00:00,1,1,0,0,0,0,0,0,0,9,19,2,0,6
2.0,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",0.0,0.0,2016-09-19 02:00:00,2016-09-19,02:00:00,1,1,0,0,0,0,0,0,0,9,19,2,0,6
3.0,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",0.0,14.0,2016-09-19 02:20:00,2016-09-19,02:20:00,1,1,0,0,0,0,0,0,0,9,19,2,20,7
3.0,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",1.0,4.0,2016-09-19 02:20:00,2016-09-19,02:20:00,1,1,0,0,0,0,0,0,0,9,19,2,20,7
1.0,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",0.0,10.0,2016-09-19 02:20:00,2016-09-19,02:20:00,1,1,0,0,0,0,0,0,0,9,19,2,20,7
1.0,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",1.0,7.0,2016-09-19 02:20:00,2016-09-19,02:20:00,1,1,0,0,0,0,0,0,0,9,19,2,20,7
2.0,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",0.0,0.0,2016-09-19 02:20:00,2016-09-19,02:20:00,1,1,0,0,0,0,0,0,0,9,19,2,20,7
3.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0.0,18.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8
1.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0.0,6.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8
1.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",1.0,10.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8
2.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0.0,0.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8
3.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",1.0,0.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8
1.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0.0,9.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9
1.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",1.0,10.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9
3.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0.0,10.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9
3.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",1.0,5.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9
2.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0.0,0.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9
3.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0.0,10.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10
3.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",1.0,3.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10
1.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0.0,4.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10
1.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",1.0,14.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10
2.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0.0,0.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10
1.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0.0,9.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11
1.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",1.0,20.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11
3.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0.0,9.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11
3.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",1.0,10.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11
2.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0.0,0.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11
3.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0.0,11.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12
3.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1.0,4.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12
1.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0.0,10.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12
1.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1.0,18.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12
2.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0.0,0.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12
1.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0.0,13.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13
1.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1.0,17.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13
3.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0.0,8.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13
3.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1.0,7.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13
2.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0.0,0.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13
3.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0.0,10.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14
3.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1.0,3.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14
1.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0.0,12.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14
1.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1.0,23.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14
2.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0.0,0.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14
1.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0.0,2.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15
1.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1.0,28.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15
2.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0.0,14.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15
3.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0.0,9.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15
3.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1.0,11.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15
2.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0.0,12.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16
1.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0.0,8.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16
1.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1.0,24.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16
3.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0.0,14.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16
3.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1.0,7.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16
1.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0.0,13.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17
1.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1.0,34.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17
2.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0.0,21.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17
3.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0.0,27.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17
3.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1.0,13.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17
1.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0.0,8.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18
1.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1.0,39.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18
2.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0.0,30.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18
3.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0.0,39.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18
3.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1.0,30.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18
1.0,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0.0,13.0,2016-09-19 06:20:00,2016-09-19,06:20:00,1,1,0,0,0,0,0,0,0,9,19,6,20,19
1.0,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",1.0,57.0,2016-09-19 06:20:00,2016-09-19,06:20:00,1,1,0,0,0,0,0,0,0,9,19,6,20,19
2.0,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0.0,36.0,2016-09-19 06:20:00,2016-09-19,06:20:00,1,1,0,0,0,0,0,0,0,9,19,6,20,19
3.0,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0.0,58.0,2016-09-19 06:20:00,2016-09-19,06:20:00,1,1,0,0,0,0,0,0,0,9,19,6,20,19
3.0,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",1.0,38.0,2016-09-19 06:20:00,2016-09-19,06:20:00,1,1,0,0,0,0,0,0,0,9,19,6,20,19
3.0,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0.0,71.0,2016-09-19 06:40:00,2016-09-19,06:40:00,1,1,0,0,0,0,0,0,0,9,19,6,40,20
3.0,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",1.0,65.0,2016-09-19 06:40:00,2016-09-19,06:40:00,1,1,0,0,0,0,0,0,0,9,19,6,40,20
2.0,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0.0,37.0,2016-09-19 06:40:00,2016-09-19,06:40:00,1,1,0,0,0,0,0,0,0,9,19,6,40,20
1.0,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0.0,32.0,2016-09-19 06:40:00,2016-09-19,06:40:00,1,1,0,0,0,0,0,0,0,9,19,6,40,20
1.0,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",1.0,72.0,2016-09-19 06:40:00,2016-09-19,06:40:00,1,1,0,0,0,0,0,0,0,9,19,6,40,20
3.0,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0.0,127.0,2016-09-19 07:00:00,2016-09-19,07:00:00,1,1,0,0,0,0,0,0,0,9,19,7,0,21
3.0,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",1.0,67.0,2016-09-19 07:00:00,2016-09-19,07:00:00,1,1,0,0,0,0,0,0,0,9,19,7,0,21
2.0,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0.0,84.0,2016-09-19 07:00:00,2016-09-19,07:00:00,1,1,0,0,0,0,0,0,0,9,19,7,0,21
1.0,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0.0,39.0,2016-09-19 07:00:00,2016-09-19,07:00:00,1,1,0,0,0,0,0,0,0,9,19,7,0,21
1.0,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",1.0,70.0,2016-09-19 07:00:00,2016-09-19,07:00:00,1,1,0,0,0,0,0,0,0,9,19,7,0,21
1.0,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0.0,31.0,2016-09-19 07:20:00,2016-09-19,07:20:00,1,1,0,0,0,0,0,0,0,9,19,7,20,22
1.0,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",1.0,83.0,2016-09-19 07:20:00,2016-09-19,07:20:00,1,1,0,0,0,0,0,0,0,9,19,7,20,22
3.0,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0.0,123.0,2016-09-19 07:20:00,2016-09-19,07:20:00,1,1,0,0,0,0,0,0,0,9,19,7,20,22
3.0,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",1.0,71.0,2016-09-19 07:20:00,2016-09-19,07:20:00,1,1,0,0,0,0,0,0,0,9,19,7,20,22
2.0,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0.0,80.0,2016-09-19 07:20:00,2016-09-19,07:20:00,1,1,0,0,0,0,0,0,0,9,19,7,20,22
1.0,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0.0,43.0,2016-09-19 07:40:00,2016-09-19,07:40:00,1,1,0,0,0,0,0,0,0,9,19,7,40,23
1.0,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",1.0,118.0,2016-09-19 07:40:00,2016-09-19,07:40:00,1,1,0,0,0,0,0,0,0,9,19,7,40,23
3.0,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0.0,153.0,2016-09-19 07:40:00,2016-09-19,07:40:00,1,1,0,0,0,0,0,0,0,9,19,7,40,23
3.0,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",1.0,103.0,2016-09-19 07:40:00,2016-09-19,07:40:00,1,1,0,0,0,0,0,0,0,9,19,7,40,23
2.0,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0.0,97.0,2016-09-19 07:40:00,2016-09-19,07:40:00,1,1,0,0,0,0,0,0,0,9,19,7,40,23
1.0,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0.0,46.0,2016-09-19 08:00:00,2016-09-19,08:00:00,1,1,0,0,0,0,0,0,0,9,19,8,0,24
1.0,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",1.0,123.0,2016-09-19 08:00:00,2016-09-19,08:00:00,1,1,0,0,0,0,0,0,0,9,19,8,0,24
3.0,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0.0,161.0,2016-09-19 08:00:00,2016-09-19,08:00:00,1,1,0,0,0,0,0,0,0,9,19,8,0,24
3.0,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",1.0,118.0,2016-09-19 08:00:00,2016-09-19,08:00:00,1,1,0,0,0,0,0,0,0,9,19,8,0,24
2.0,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0.0,129.0,2016-09-19 08:00:00,2016-09-19,08:00:00,1,1,0,0,0,0,0,0,0,9,19,8,0,24
3.0,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0.0,167.0,2016-09-19 08:20:00,2016-09-19,08:20:00,1,1,0,0,0,0,0,0,0,9,19,8,20,25
3.0,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",1.0,168.0,2016-09-19 08:20:00,2016-09-19,08:20:00,1,1,0,0,0,0,0,0,0,9,19,8,20,25
1.0,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0.0,56.0,2016-09-19 08:20:00,2016-09-19,08:20:00,1,1,0,0,0,0,0,0,0,9,19,8,20,25
1.0,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",1.0,119.0,2016-09-19 08:20:00,2016-09-19,08:20:00,1,1,0,0,0,0,0,0,0,9,19,8,20,25
2.0,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0.0,122.0,2016-09-19 08:20:00,2016-09-19,08:20:00,1,1,0,0,0,0,0,0,0,9,19,8,20,25
1.0,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0.0,41.0,2016-09-19 08:40:00,2016-09-19,08:40:00,1,1,0,0,0,0,0,0,0,9,19,8,40,26
1.0,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",1.0,116.0,2016-09-19 08:40:00,2016-09-19,08:40:00,1,1,0,0,0,0,0,0,0,9,19,8,40,26
2.0,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0.0,98.0,2016-09-19 08:40:00,2016-09-19,08:40:00,1,1,0,0,0,0,0,0,0,9,19,8,40,26
3.0,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0.0,138.0,2016-09-19 08:40:00,2016-09-19,08:40:00,1,1,0,0,0,0,0,0,0,9,19,8,40,26
3.0,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",1.0,161.0,2016-09-19 08:40:00,2016-09-19,08:40:00,1,1,0,0,0,0,0,0,0,9,19,8,40,26
1.0,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0.0,50.0,2016-09-19 09:00:00,2016-09-19,09:00:00,1,1,0,0,0,0,0,0,0,9,19,9,0,27
1.0,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",1.0,120.0,2016-09-19 09:00:00,2016-09-19,09:00:00,1,1,0,0,0,0,0,0,0,9,19,9,0,27
2.0,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0.0,89.0,2016-09-19 09:00:00,2016-09-19,09:00:00,1,1,0,0,0,0,0,0,0,9,19,9,0,27
3.0,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0.0,174.0,2016-09-19 09:00:00,2016-09-19,09:00:00,1,1,0,0,0,0,0,0,0,9,19,9,0,27
3.0,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",1.0,145.0,2016-09-19 09:00:00,2016-09-19,09:00:00,1,1,0,0,0,0,0,0,0,9,19,9,0,27
1.0,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0.0,49.0,2016-09-19 09:20:00,2016-09-19,09:20:00,1,1,0,0,0,0,0,0,0,9,19,9,20,28
1.0,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",1.0,151.0,2016-09-19 09:20:00,2016-09-19,09:20:00,1,1,0,0,0,0,0,0,0,9,19,9,20,28
2.0,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0.0,78.0,2016-09-19 09:20:00,2016-09-19,09:20:00,1,1,0,0,0,0,0,0,0,9,19,9,20,28
3.0,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0.0,144.0,2016-09-19 09:20:00,2016-09-19,09:20:00,1,1,0,0,0,0,0,0,0,9,19,9,20,28
3.0,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",1.0,125.0,2016-09-19 09:20:00,2016-09-19,09:20:00,1,1,0,0,0,0,0,0,0,9,19,9,20,28
