tollgate_id,time_window,direction,volume,start_time,date,time,day_of_week,week_day_1,week_day_2,week_day_3,week_day_4,week_day_5,week_day_6,week_day_7,is_weekend,month,day,hour,minute,time_win_label,lengthSum,widthSum,lanesSum,laneWidthSum,intersectionNum,linkNum,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
1.0,"[2016-09-19 00:40:00,2016-09-19 01:00:00)",0.0,9.0,2016-09-19 00:40:00,2016-09-19,00:40:00,1,1,0,0,0,0,0,0,0,9,19,0,40,2,2371,150,50,63,2,21,1008.047,1013.191,248.207,4.904,22.658,66.42699999999999,0.552
1.0,"[2016-09-19 00:40:00,2016-09-19 01:00:00)",1.0,31.0,2016-09-19 00:40:00,2016-09-19,00:40:00,1,1,0,0,0,0,0,0,0,9,19,0,40,2,2371,150,50,63,2,21,1008.047,1013.191,248.207,4.904,22.658,66.42699999999999,0.552
3.0,"[2016-09-19 00:40:00,2016-09-19 01:00:00)",0.0,16.0,2016-09-19 00:40:00,2016-09-19,00:40:00,1,1,0,0,0,0,0,0,0,9,19,0,40,2,2535,162,54,63,3,21,1008.047,1013.191,248.207,4.904,22.658,66.42699999999999,0.552
3.0,"[2016-09-19 00:40:00,2016-09-19 01:00:00)",1.0,93.0,2016-09-19 00:40:00,2016-09-19,00:40:00,1,1,0,0,0,0,0,0,0,9,19,0,40,2,2535,162,54,63,3,21,1008.047,1013.191,248.207,4.904,22.658,66.42699999999999,0.552
2.0,"[2016-09-19 00:40:00,2016-09-19 01:00:00)",0.0,0.0,2016-09-19 00:40:00,2016-09-19,00:40:00,1,1,0,0,0,0,0,0,0,9,19,0,40,2,384,42,14,18,1,6,1008.047,1013.191,248.207,4.904,22.658,66.42699999999999,0.552
1.0,"[2016-09-19 01:00:00,2016-09-19 01:20:00)",0.0,10.0,2016-09-19 01:00:00,2016-09-19,01:00:00,1,1,0,0,0,0,0,0,0,9,19,1,0,3,2371,150,50,63,2,21,1008.067,1013.2660000000001,194.275,5.715,22.889,63.068999999999996,0.752
1.0,"[2016-09-19 01:00:00,2016-09-19 01:20:00)",1.0,4.0,2016-09-19 01:00:00,2016-09-19,01:00:00,1,1,0,0,0,0,0,0,0,9,19,1,0,3,2371,150,50,63,2,21,1008.067,1013.2660000000001,194.275,5.715,22.889,63.068999999999996,0.752
2.0,"[2016-09-19 01:00:00,2016-09-19 01:20:00)",0.0,1.0,2016-09-19 01:00:00,2016-09-19,01:00:00,1,1,0,0,0,0,0,0,0,9,19,1,0,3,384,42,14,18,1,6,1008.067,1013.2660000000001,194.275,5.715,22.889,63.068999999999996,0.752
3.0,"[2016-09-19 01:00:00,2016-09-19 01:20:00)",0.0,17.0,2016-09-19 01:00:00,2016-09-19,01:00:00,1,1,0,0,0,0,0,0,0,9,19,1,0,3,2535,162,54,63,3,21,1008.067,1013.2660000000001,194.275,5.715,22.889,63.068999999999996,0.752
3.0,"[2016-09-19 01:00:00,2016-09-19 01:20:00)",1.0,4.0,2016-09-19 01:00:00,2016-09-19,01:00:00,1,1,0,0,0,0,0,0,0,9,19,1,0,3,2535,162,54,63,3,21,1008.067,1013.2660000000001,194.275,5.715,22.889,63.068999999999996,0.752
3.0,"[2016-09-19 01:20:00,2016-09-19 01:40:00)",0.0,17.0,2016-09-19 01:20:00,2016-09-19,01:20:00,1,1,0,0,0,0,0,0,0,9,19,1,20,4,2535,162,54,63,3,21,1008.159,1013.357,153.16899999999998,5.778,23.06,63.06100000000001,0.732
3.0,"[2016-09-19 01:20:00,2016-09-19 01:40:00)",1.0,5.0,2016-09-19 01:20:00,2016-09-19,01:20:00,1,1,0,0,0,0,0,0,0,9,19,1,20,4,2535,162,54,63,3,21,1008.159,1013.357,153.16899999999998,5.778,23.06,63.06100000000001,0.732
1.0,"[2016-09-19 01:20:00,2016-09-19 01:40:00)",0.0,14.0,2016-09-19 01:20:00,2016-09-19,01:20:00,1,1,0,0,0,0,0,0,0,9,19,1,20,4,2371,150,50,63,2,21,1008.159,1013.357,153.16899999999998,5.778,23.06,63.06100000000001,0.732
1.0,"[2016-09-19 01:20:00,2016-09-19 01:40:00)",1.0,14.0,2016-09-19 01:20:00,2016-09-19,01:20:00,1,1,0,0,0,0,0,0,0,9,19,1,20,4,2371,150,50,63,2,21,1008.159,1013.357,153.16899999999998,5.778,23.06,63.06100000000001,0.732
2.0,"[2016-09-19 01:20:00,2016-09-19 01:40:00)",0.0,0.0,2016-09-19 01:20:00,2016-09-19,01:20:00,1,1,0,0,0,0,0,0,0,9,19,1,20,4,384,42,14,18,1,6,1008.159,1013.357,153.16899999999998,5.778,23.06,63.06100000000001,0.732
3.0,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",0.0,11.0,2016-09-19 01:40:00,2016-09-19,01:40:00,1,1,0,0,0,0,0,0,0,9,19,1,40,5,2535,162,54,63,3,21,1008.258,1013.421,116.911,5.476,23.268,64.443,0.586
3.0,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",1.0,4.0,2016-09-19 01:40:00,2016-09-19,01:40:00,1,1,0,0,0,0,0,0,0,9,19,1,40,5,2535,162,54,63,3,21,1008.258,1013.421,116.911,5.476,23.268,64.443,0.586
1.0,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",0.0,10.0,2016-09-19 01:40:00,2016-09-19,01:40:00,1,1,0,0,0,0,0,0,0,9,19,1,40,5,2371,150,50,63,2,21,1008.258,1013.421,116.911,5.476,23.268,64.443,0.586
1.0,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",1.0,7.0,2016-09-19 01:40:00,2016-09-19,01:40:00,1,1,0,0,0,0,0,0,0,9,19,1,40,5,2371,150,50,63,2,21,1008.258,1013.421,116.911,5.476,23.268,64.443,0.586
2.0,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",0.0,2.0,2016-09-19 01:40:00,2016-09-19,01:40:00,1,1,0,0,0,0,0,0,0,9,19,1,40,5,384,42,14,18,1,6,1008.258,1013.421,116.911,5.476,23.268,64.443,0.586
3.0,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",0.0,11.0,2016-09-19 02:00:00,2016-09-19,02:00:00,1,1,0,0,0,0,0,0,0,9,19,2,0,6,2535,162,54,63,3,21,1008.326,1013.436,81.898,5.0680000000000005,23.559,65.965,0.386
3.0,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",1.0,5.0,2016-09-19 02:00:00,2016-09-19,02:00:00,1,1,0,0,0,0,0,0,0,9,19,2,0,6,2535,162,54,63,3,21,1008.326,1013.436,81.898,5.0680000000000005,23.559,65.965,0.386
1.0,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",0.0,7.0,2016-09-19 02:00:00,2016-09-19,02:00:00,1,1,0,0,0,0,0,0,0,9,19,2,0,6,2371,150,50,63,2,21,1008.326,1013.436,81.898,5.0680000000000005,23.559,65.965,0.386
1.0,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",1.0,7.0,2016-09-19 02:00:00,2016-09-19,02:00:00,1,1,0,0,0,0,0,0,0,9,19,2,0,6,2371,150,50,63,2,21,1008.326,1013.436,81.898,5.0680000000000005,23.559,65.965,0.386
2.0,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",0.0,0.0,2016-09-19 02:00:00,2016-09-19,02:00:00,1,1,0,0,0,0,0,0,0,9,19,2,0,6,384,42,14,18,1,6,1008.326,1013.436,81.898,5.0680000000000005,23.559,65.965,0.386
3.0,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",0.0,14.0,2016-09-19 02:20:00,2016-09-19,02:20:00,1,1,0,0,0,0,0,0,0,9,19,2,20,7,2535,162,54,63,3,21,1008.341,1013.395,47.512,4.715,23.941,66.919,0.18
3.0,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",1.0,4.0,2016-09-19 02:20:00,2016-09-19,02:20:00,1,1,0,0,0,0,0,0,0,9,19,2,20,7,2535,162,54,63,3,21,1008.341,1013.395,47.512,4.715,23.941,66.919,0.18
1.0,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",0.0,10.0,2016-09-19 02:20:00,2016-09-19,02:20:00,1,1,0,0,0,0,0,0,0,9,19,2,20,7,2371,150,50,63,2,21,1008.341,1013.395,47.512,4.715,23.941,66.919,0.18
1.0,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",1.0,7.0,2016-09-19 02:20:00,2016-09-19,02:20:00,1,1,0,0,0,0,0,0,0,9,19,2,20,7,2371,150,50,63,2,21,1008.341,1013.395,47.512,4.715,23.941,66.919,0.18
2.0,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",0.0,0.0,2016-09-19 02:20:00,2016-09-19,02:20:00,1,1,0,0,0,0,0,0,0,9,19,2,20,7,384,42,14,18,1,6,1008.341,1013.395,47.512,4.715,23.941,66.919,0.18
3.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0.0,18.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8,2535,162,54,63,3,21,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0.0,6.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8,2371,150,50,63,2,21,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",1.0,10.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8,2371,150,50,63,2,21,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0.0,0.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8,384,42,14,18,1,6,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
3.0,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",1.0,0.0,2016-09-19 02:40:00,2016-09-19,02:40:00,1,1,0,0,0,0,0,0,0,9,19,2,40,8,2535,162,54,63,3,21,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0.0,9.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9,2371,150,50,63,2,21,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",1.0,10.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9,2371,150,50,63,2,21,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
3.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0.0,10.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9,2535,162,54,63,3,21,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
3.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",1.0,5.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9,2535,162,54,63,3,21,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2.0,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0.0,0.0,2016-09-19 03:00:00,2016-09-19,03:00:00,1,1,0,0,0,0,0,0,0,9,19,3,0,9,384,42,14,18,1,6,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
3.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0.0,10.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10,2535,162,54,63,3,21,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
3.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",1.0,3.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10,2535,162,54,63,3,21,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0.0,4.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10,2371,150,50,63,2,21,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",1.0,14.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10,2371,150,50,63,2,21,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2.0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0.0,0.0,2016-09-19 03:20:00,2016-09-19,03:20:00,1,1,0,0,0,0,0,0,0,9,19,3,20,10,384,42,14,18,1,6,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0.0,9.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11,2371,150,50,63,2,21,1008.207,1013.1619999999999,0.0,4.456,24.903000000000002,66.184,0.0
1.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",1.0,20.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11,2371,150,50,63,2,21,1008.207,1013.1619999999999,0.0,4.456,24.903000000000002,66.184,0.0
3.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0.0,9.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11,2535,162,54,63,3,21,1008.207,1013.1619999999999,0.0,4.456,24.903000000000002,66.184,0.0
3.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",1.0,10.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11,2535,162,54,63,3,21,1008.207,1013.1619999999999,0.0,4.456,24.903000000000002,66.184,0.0
2.0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0.0,0.0,2016-09-19 03:40:00,2016-09-19,03:40:00,1,1,0,0,0,0,0,0,0,9,19,3,40,11,384,42,14,18,1,6,1008.207,1013.1619999999999,0.0,4.456,24.903000000000002,66.184,0.0
3.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0.0,11.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12,2535,162,54,63,3,21,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0
3.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1.0,4.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12,2535,162,54,63,3,21,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0
1.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0.0,10.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12,2371,150,50,63,2,21,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0
1.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1.0,18.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12,2371,150,50,63,2,21,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0
2.0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0.0,0.0,2016-09-19 04:00:00,2016-09-19,04:00:00,1,1,0,0,0,0,0,0,0,9,19,4,0,12,384,42,14,18,1,6,1008.075,1012.995,0.0,4.574,25.412,64.633,0.0
1.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0.0,13.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13,2371,150,50,63,2,21,1007.919,1012.816,0.0,4.824,25.886999999999997,62.618,0.0
1.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1.0,17.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13,2371,150,50,63,2,21,1007.919,1012.816,0.0,4.824,25.886999999999997,62.618,0.0
3.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0.0,8.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13,2535,162,54,63,3,21,1007.919,1012.816,0.0,4.824,25.886999999999997,62.618,0.0
3.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1.0,7.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13,2535,162,54,63,3,21,1007.919,1012.816,0.0,4.824,25.886999999999997,62.618,0.0
2.0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0.0,0.0,2016-09-19 04:20:00,2016-09-19,04:20:00,1,1,0,0,0,0,0,0,0,9,19,4,20,13,384,42,14,18,1,6,1007.919,1012.816,0.0,4.824,25.886999999999997,62.618,0.0
3.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0.0,10.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14,2535,162,54,63,3,21,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0
3.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1.0,3.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14,2535,162,54,63,3,21,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0
1.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0.0,12.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14,2371,150,50,63,2,21,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0
1.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1.0,23.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14,2371,150,50,63,2,21,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0
2.0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0.0,0.0,2016-09-19 04:40:00,2016-09-19,04:40:00,1,1,0,0,0,0,0,0,0,9,19,4,40,14,384,42,14,18,1,6,1007.757,1012.643,0.0,5.16,26.29,60.452,0.0
1.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0.0,2.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15,2371,150,50,63,2,21,1007.607,1012.49,0.0,5.5329999999999995,26.59,58.45,0.0
1.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1.0,28.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15,2371,150,50,63,2,21,1007.607,1012.49,0.0,5.5329999999999995,26.59,58.45,0.0
2.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0.0,14.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15,384,42,14,18,1,6,1007.607,1012.49,0.0,5.5329999999999995,26.59,58.45,0.0
3.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0.0,9.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15,2535,162,54,63,3,21,1007.607,1012.49,0.0,5.5329999999999995,26.59,58.45,0.0
3.0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1.0,11.0,2016-09-19 05:00:00,2016-09-19,05:00:00,1,1,0,0,0,0,0,0,0,9,19,5,0,15,2535,162,54,63,3,21,1007.607,1012.49,0.0,5.5329999999999995,26.59,58.45,0.0
2.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0.0,12.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16,384,42,14,18,1,6,1007.4839999999999,1012.372,0.0,5.894,26.764,56.891999999999996,0.0
1.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0.0,8.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16,2371,150,50,63,2,21,1007.4839999999999,1012.372,0.0,5.894,26.764,56.891999999999996,0.0
1.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1.0,24.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16,2371,150,50,63,2,21,1007.4839999999999,1012.372,0.0,5.894,26.764,56.891999999999996,0.0
3.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0.0,14.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16,2535,162,54,63,3,21,1007.4839999999999,1012.372,0.0,5.894,26.764,56.891999999999996,0.0
3.0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1.0,7.0,2016-09-19 05:20:00,2016-09-19,05:20:00,1,1,0,0,0,0,0,0,0,9,19,5,20,16,2535,162,54,63,3,21,1007.4839999999999,1012.372,0.0,5.894,26.764,56.891999999999996,0.0
1.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0.0,13.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17,2371,150,50,63,2,21,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1.0,34.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17,2371,150,50,63,2,21,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0.0,21.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17,384,42,14,18,1,6,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
3.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0.0,27.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17,2535,162,54,63,3,21,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
3.0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1.0,13.0,2016-09-19 05:40:00,2016-09-19,05:40:00,1,1,0,0,0,0,0,0,0,9,19,5,40,17,2535,162,54,63,3,21,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0.0,8.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18,2371,150,50,63,2,21,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1.0,39.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18,2371,150,50,63,2,21,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0.0,30.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18,384,42,14,18,1,6,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
3.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0.0,39.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18,2535,162,54,63,3,21,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
3.0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1.0,30.0,2016-09-19 06:00:00,2016-09-19,06:00:00,1,1,0,0,0,0,0,0,0,9,19,6,0,18,2535,162,54,63,3,21,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1.0,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0.0,13.0,2016-09-19 06:20:00,2016-09-19,06:20:00,1,1,0,0,0,0,0,0,0,9,19,6,20,19,2371,150,50,63,2,21,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1.0,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",1.0,57.0,2016-09-19 06:20:00,2016-09-19,06:20:00,1,1,0,0,0,0,0,0,0,9,19,6,20,19,2371,150,50,63,2,21,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
