tollgate_id,time_window,direction,volume
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,89.16998291015625
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,87.67719268798828
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,86.85101318359375
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,86.28894805908203
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,86.07566833496094
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,86.1424560546875
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,86.1152114868164
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,85.11536407470703
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,85.60364532470703
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,86.4457778930664
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,86.19121551513672
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,89.98184967041016
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,89.13899993896484
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,88.13858795166016
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,87.3010025024414
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,86.3696517944336
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,86.52103424072266
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,84.20111846923828
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,83.06948852539062
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,83.00768280029297
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,84.3879623413086
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,85.6346206665039
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,86.29200744628906
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,63.30552291870117
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,71.20304107666016
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,78.9903793334961
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,86.58504486083984
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,88.48955535888672
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,88.46846771240234
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,83.55589294433594
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,83.3783187866211
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,84.99414825439453
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,86.09088897705078
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,86.5343246459961
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,87.1030502319336
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,49.20504379272461
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,62.03084182739258
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,58.268924713134766
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,69.9614486694336
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,65.69058227539062
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,82.2099380493164
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,84.2544937133789
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,82.79200744628906
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,83.03814697265625
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,84.3539047241211
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,85.57953643798828
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,86.29927825927734
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,91.18274688720703
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,87.72745513916016
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,86.25435638427734
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,85.38268280029297
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,85.24691009521484
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,85.69922637939453
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,87.36994171142578
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,85.53366088867188
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,84.62459564208984
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,85.09891510009766
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,85.68470001220703
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,86.20360565185547
1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,38.78556823730469
1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,42.5045166015625
1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,41.980918884277344
1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,41.90412902832031
1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,40.72539520263672
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,39.092803955078125
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,43.69297790527344
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,43.653472900390625
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,41.38673400878906
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,39.8798713684082
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,38.96161651611328
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,38.132423400878906
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,38.083404541015625
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,41.368614196777344
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,42.61680603027344
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,41.975563049316406
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,39.82856369018555
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,39.05335235595703
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,37.91643524169922
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,37.64509582519531
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,37.294334411621094
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,37.23509216308594
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,37.286865234375
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,37.483734130859375
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,35.34133529663086
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,38.28339385986328
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,39.41064453125
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,40.28697967529297
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,39.231239318847656
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,38.785282135009766
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,36.97801208496094
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,37.26696014404297
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,36.9979133605957
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,36.93383026123047
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,37.33318328857422
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,37.351844787597656
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,40.996551513671875
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,42.374393463134766
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,42.424346923828125
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,40.603275299072266
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,39.37853240966797
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,38.796302795410156
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,58.510520935058594
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,54.0203742980957
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,49.92588424682617
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,45.35341262817383
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,42.22400665283203
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,40.32004165649414
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,29.041696548461914
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,32.428741455078125
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,34.600860595703125
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,37.62506103515625
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,37.810302734375
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,38.3287239074707
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,47.53944396972656
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,43.604515075683594
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,41.50249481201172
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,40.31133270263672
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,39.191253662109375
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,38.33485794067383
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,25.632705688476562
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,29.415111541748047
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,31.03230094909668
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,34.43757629394531
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,35.829010009765625
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,37.28830337524414
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,52.263389587402344
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,46.43555450439453
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,43.53634262084961
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,41.35844802856445
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,40.012901306152344
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,38.922157287597656
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,40.664085388183594
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,42.275482177734375
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,41.421714782714844
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,40.44355010986328
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,39.592159271240234
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,38.58747100830078
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,40.812400817871094
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,40.51321029663086
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,40.836814880371094
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,39.102500915527344
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,38.24359130859375
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,37.803741455078125
2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,77.66930389404297
2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,73.74442291259766
2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,71.66007232666016
2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,69.19164276123047
2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,67.37113189697266
2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,66.18309783935547
2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,70.31153869628906
2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,69.38179779052734
2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,69.1648941040039
2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,68.45425415039062
2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,67.19461822509766
2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,66.03865814208984
2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,77.89486694335938
2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,73.64055633544922
2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,71.56721496582031
2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,69.08416748046875
2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,67.29566192626953
2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,66.10099029541016
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,61.7841796875
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,62.23781967163086
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,63.09229278564453
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,63.54201126098633
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,63.469696044921875
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,63.54939270019531
2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,78.8415756225586
2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,74.35352325439453
2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,72.11466979980469
2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,69.54949951171875
2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,67.65251159667969
2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,66.35374450683594
2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,69.2925033569336
2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,67.83831787109375
2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,67.35501098632812
2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,66.9297103881836
2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,66.0473403930664
2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,65.24291229248047
2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,76.64293670654297
2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,73.68502044677734
2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,71.92687225341797
2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,69.95616912841797
2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,67.86752319335938
2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,66.65384674072266
2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,72.60596466064453
2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,70.04560089111328
2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,68.46028137207031
2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,66.71705627441406
2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,65.54588317871094
2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,64.77694702148438
2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,50.13378143310547
2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,53.763519287109375
2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,55.50814437866211
2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,57.85641098022461
2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,58.256431579589844
2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,59.23529052734375
2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,66.97683715820312
2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,66.56139373779297
2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,65.8899154663086
2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,64.9835433959961
2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,64.80001068115234
2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,64.4271469116211
2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,45.40507888793945
2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,48.055633544921875
2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,49.3071174621582
2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,51.25160598754883
2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,52.74482727050781
2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,54.0695686340332
2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,61.93968200683594
2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,61.31664276123047
2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,61.502403259277344
2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,61.558616638183594
2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,61.492313385009766
2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,62.00244140625
2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,79.33919525146484
2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,74.14326477050781
2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,71.56495666503906
2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,69.15453338623047
2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,67.3806381225586
2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,66.05720520019531
2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,72.76470184326172
2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,70.41439819335938
2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,69.18730926513672
2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,68.09257507324219
2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,66.67084503173828
2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,65.65409088134766
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,87.2216796875
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,84.3665771484375
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,76.2783432006836
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,66.95771026611328
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,57.8909912109375
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,57.626495361328125
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,59.96759033203125
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,53.653751373291016
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,53.192413330078125
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,58.72947692871094
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,65.68131256103516
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,72.4700698852539
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,87.97774505615234
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,85.45475006103516
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,78.89263153076172
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,68.18781280517578
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,55.652793884277344
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,54.0318489074707
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,51.83631896972656
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,51.31196212768555
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,55.24107360839844
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,63.25376510620117
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,68.05186462402344
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,73.56654357910156
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,82.4616470336914
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,74.98661041259766
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,80.1589584350586
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,72.6934585571289
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,62.47649383544922
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,59.90879821777344
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,52.48017883300781
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,52.02177047729492
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,49.48649597167969
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,57.561920166015625
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,61.882041931152344
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,69.67440032958984
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,86.31224822998047
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,85.53688049316406
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,80.60128784179688
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,71.4208984375
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,63.643287658691406
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,60.2719841003418
3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,52.992279052734375
3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,42.20536804199219
3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,37.726226806640625
3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,41.26353454589844
3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,43.41854476928711
3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,47.29966354370117
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,77.08614349365234
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,85.83885955810547
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,86.12297821044922
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,81.72418975830078
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,78.59266662597656
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,66.8049087524414
3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,60.18898010253906
3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,53.863101959228516
3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,49.68360900878906
3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,59.56153869628906
3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,66.82294464111328
3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,72.44837188720703
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,71.1725082397461
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,81.82616424560547
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,84.77220153808594
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,83.02806091308594
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,77.01355743408203
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,73.2613296508789
3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,44.730445861816406
3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,35.28553771972656
3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,25.540163040161133
3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,23.060287475585938
3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,17.25829315185547
3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,12.158231735229492
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,85.47832489013672
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,77.92732238769531
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,60.17430877685547
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,48.627037048339844
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,47.195613861083984
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,55.48387908935547
3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,52.84123229980469
3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,52.70322036743164
3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,51.41188049316406
3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,60.783756256103516
3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,66.5894775390625
3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,72.68053436279297
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,128.34324645996094
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,123.88542175292969
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,120.09767150878906
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,116.10892486572266
